head_yaw,head_thrust,head_slip,current_condition,loom_cur_distance,ms_now
0,0,0,2,20,120756
0,0,0,2,20,120763
0,0,0,2,20,120773
0,0,0,2,20,120790
0,0,0,2,20,120806
0,0,0,2,20,120824
0,0,0,2,20,120840
0,0,0,2,20,120860
0,0,0,2,20,120873
0,0,0,2,20,120889
0,0,0,2,20,120906
0,0,0,2,20,120923
0,0,0,2,20,120939
0,0,0,2,20,120956
0,0,0,2,20,120972
0,0,0,2,20,120989
0,0,0,2,20,121006
0,0,0,2,20,121023
0,0,0,2,20,121039
0,0,0,2,20,121056
0,0,0,2,20,121073
0,0,0,2,20,121089
0,0,0,2,20,121106
0,0,0,2,20,121123
0,0,0,2,20,121139
0,-5,0,2,20,121156
0,-8,0,2,20,121173
0,-10,0,2,20,121190
0,-12,0,2,20,121208
0,-13,0,2,20,121224
0,-14,0,2,20,121240
0,-18,0,2,20,121258
0,-2,0,2,20,121273
0,-3,0,2,20,121291
0,0,0,2,20,121306
0,0,0,2,20,121323
0,-5,0,2,20,121343
0,-3,0,2,20,121356
0,-3,0,2,20,121373
0,-2,0,2,20,121390
0,-1,0,2,20,121407
0,-7,0,2,20,121423
0,-7,0,2,20,121439
0,-2,0,2,20,121457
0,-3,0,2,20,121473
0,-3,0,2,20,121490
0,-3,0,2,20,121506
0,-3,0,2,20,121523
0,-3,0,2,20,121541
0,-3,0,2,20,121556
0,-3,0,2,20,121573
0,-2,0,2,20,121590
0,-3,0,2,20,121606
0,-2,0,2,20,121623
0,-4,0,2,20,121639
0,-6,0,2,20,121656
0,-3,0,2,20,121673
0,-4,0,2,20,121689
0,-3,0,2,20,121706
0,-3,0,2,20,121725
0,-3,0,2,20,121740
0,-3,0,2,20,121756
0,-3,0,2,20,121773
0,-3,0,2,20,121790
0,-2,0,2,20,121806
0,-3,0,2,20,121823
0,-2,0,2,20,121839
0,-3,0,2,20,121858
0,-2,0,2,20,121873
0,-6,0,2,20,121889
0,-2,0,2,20,121906
0,-3,0,2,20,121923
0,-3,0,2,20,121940
0,-3,0,2,20,121956
0,-3,0,2,20,121973
0,-3,0,2,20,121991
0,-3,0,2,20,122006
0,-3,0,2,20,122023
0,-3,0,2,20,122039
0,3,0,2,20,122057
0,4,0,2,20,122073
0,5,0,2,20,122089
0,7,0,2,20,122106
0,8,0,2,20,122123
0,9,0,2,20,122139
0,5,0,2,20,122156
