head_yaw,head_thrust,head_slip,current_condition,loom_cur_distance,ms_now
0,0,0,1,20,90765
0,0,0,1,20,90780
0,0,0,1,20,90789
0,0,0,1,20,90802
0,0,0,1,20,90817
0,0,0,1,20,90834
0,0,0,1,20,90859
0,0,0,1,20,90868
0,0,0,1,20,90883
0,0,0,1,20,90904
0,0,0,1,20,90916
0,0,0,1,20,90946
0,0,0,1,20,90953
0,0,0,1,20,90968
0,0,0,1,20,90983
0,0,0,1,20,91000
0,0,0,1,20,91016
0,0,0,1,20,91033
0,0,0,1,20,91050
0,0,0,1,20,91066
0,0,0,1,20,91087
0,0,0,1,20,91100
0,0,0,1,20,91116
0,0,0,1,20,91133
0,0,0,1,20,91149
0,0,0,1,20,91166
0,0,0,1,20,91183
0,0,0,1,20,91200
0,0,0,1,20,91221
0,0,0,1,20,91233
0,0,0,1,20,91250
0,0,0,1,20,91266
0,0,0,1,20,91283
0,0,0,1,20,91301
0,0,0,1,20,91316
0,0,0,1,20,91333
0,0,0,1,20,91354
0,0,0,1,20,91366
0,0,0,1,20,91383
0,0,0,1,20,91400
0,0,0,1,20,91416
0,0,0,1,20,91433
0,0,0,1,20,91449
0,0,0,1,20,91466
0,0,0,1,20,91486
0,0,0,1,20,91500
0,0,0,1,20,91516
0,0,0,1,20,91533
0,0,0,1,20,91550
0,0,0,1,20,91566
0,0,0,1,20,91583
0,0,0,1,20,91600
0,0,0,1,20,91618
0,0,0,1,20,91633
0,0,0,1,20,91650
0,0,0,1,20,91666
0,0,0,1,20,91683
0,0,0,1,20,91700
0,0,0,1,20,91716
0,0,0,1,20,91733
0,0,0,1,20,91754
0,0,0,1,20,91766
0,0,0,1,20,91783
0,0,0,1,20,91801
0,0,0,1,20,91826
0,0,0,1,20,91837
0,0,0,1,20,91850
0,0,0,1,20,91866
0,0,0,1,20,91883
0,0,0,1,20,91900
0,0,0,1,20,91917
0,0,0,1,20,91933
0,0,0,1,20,91950
0,0,0,1,20,91968
0,0,0,1,20,91983
0,0,0,1,20,92000
0,0,0,1,20,92020
0,0,0,1,20,92033
0,0,0,1,20,92050
0,0,0,1,20,92066
0,0,0,1,20,92083
0,0,0,1,20,92100
0,0,0,1,20,92116
0,0,0,1,20,92133
0,0,0,1,20,92152
0,0,0,1,20,92166
0,0,0,1,20,92183
0,0,0,1,20,92199
0,0,0,1,20,92216
0,0,0,1,20,92233
0,0,0,1,20,92250
0,0,0,1,20,92266
0,0,0,1,20,92285
0,0,0,1,20,92299
0,0,0,1,20,92316
0,0,0,1,20,92333
0,0,0,1,20,92349
0,0,0,1,20,92366
0,0,0,1,20,92383
0,0,0,1,20,92400
0,0,0,1,20,92417
0,0,0,1,20,92433
0,0,0,1,20,92450
0,0,0,1,20,92470
0,0,0,1,20,92483
0,0,0,1,20,92500
0,0,0,1,20,92516
0,0,0,1,20,92533
0,-3,0,1,20,92550
0,-3,0,1,20,92566
0,0,0,1,20,92583
0,0,0,1,20,92603
0,0,0,1,20,92616
0,0,0,1,20,92633
0,0,0,1,20,92650
0,0,0,1,20,92666
0,0,0,1,20,92683
0,0,0,1,20,92700
0,0,0,1,20,92716
0,0,0,1,20,92740
0,0,0,1,20,92750
0,0,0,1,20,92767
0,0,0,1,20,92783
0,0,0,1,20,92799
0,-2,0,1,20,92839
0,0,0,1,20,92847
0,0,0,1,20,92856
0,0,0,1,20,92871
0,0,0,1,20,92887
0,-4,0,1,20,92904
0,-4,0,1,20,92921
0,1,0,1,20,92938
0,0,0,1,20,92954
0,1,0,1,20,92971
0,0,0,1,20,92987
0,0,0,1,20,93004
0,-1,0,1,20,93021
0,-2,0,1,20,93037
0,-3,0,1,20,93054
0,-2,0,1,20,93071
0,0,0,1,20,93087
0,0,0,1,20,93104
0,0,0,1,20,93120
0,0,0,1,20,93137
0,0,0,1,20,93154
0,0,0,1,20,93170
0,0,0,1,20,93187
0,0,0,1,20,93204
0,0,0,1,20,93220
0,1,0,1,20,93238
0,4,0,1,20,93254
0,5,0,1,20,93271
0,6,0,1,20,93287
0,7,0,1,20,93305
0,8,0,1,20,93322
0,8,0,1,20,93338
0,9,0,1,20,93354
0,9,0,1,20,93371
0,9,0,1,20,93390
0,4,0,1,20,93405
0,3,0,1,20,93421
0,2,0,1,20,93438
0,3,0,1,20,93455
0,2,0,1,20,93471
0,2,0,1,20,93489
0,0,0,1,20,93504
0,0,0,1,20,93521
0,0,0,1,20,93537
0,0,0,1,20,93554
0,0,0,1,20,93571
0,0,0,1,20,93587
0,0,0,1,20,93604
0,0,0,1,20,93621
0,0,0,1,20,93637
0,0,0,1,20,93654
0,0,0,1,20,93671
0,0,0,1,20,93687
0,0,0,1,20,93704
0,1,0,1,20,93722
0,0,0,1,20,93743
0,1,0,1,20,93754
0,0,0,1,20,93771
0,2,0,1,20,93790
0,3,0,1,20,93804
0,4,0,1,20,93821
0,4,0,1,20,93838
0,11,0,1,20,93865
