head_yaw,head_thrust,head_slip,current_condition,loom_cur_distance,ms_now
0,10,0,1,20,30689
0,3,0,1,20,30698
0,0,0,1,20,30705
0,2,0,1,20,30722
0,4,0,1,20,30740
0,2,0,1,20,30756
0,6,0,1,20,30781
0,6,0,1,20,30815
0,3,0,1,20,30830
0,0,0,1,20,30838
0,3,0,1,20,30848
0,3,0,1,20,30866
0,3,0,1,20,30886
0,2,0,1,20,30899
0,3,0,1,20,30915
0,2,0,1,20,30931
0,3,0,1,20,30949
0,2,0,1,20,30965
0,1,0,1,20,30982
0,1,0,1,20,30998
0,4,0,1,20,31016
0,5,0,1,20,31032
0,13,0,1,20,31051
0,8,0,1,20,31066
0,9,0,1,20,31082
0,3,0,1,20,31103
0,3,0,1,20,31115
0,0,0,1,20,31132
0,6,0,1,20,31149
0,3,0,1,20,31165
0,3,0,1,20,31182
0,3,0,1,20,31199
0,2,0,1,20,31215
0,3,0,1,20,31231
0,3,0,1,20,31248
0,3,0,1,20,31266
0,3,0,1,20,31281
0,0,0,1,20,31298
0,-2,0,1,20,31315
0,1,0,1,20,31331
0,3,0,1,20,31349
0,6,0,1,20,31365
0,7,0,1,20,31381
0,9,0,1,20,31398
0,10,0,1,20,31415
0,11,0,1,20,31431
0,12,0,1,20,31448
0,16,0,1,20,31465
0,3,0,1,20,31481
0,3,0,1,20,31500
0,3,0,1,20,31515
0,3,0,1,20,31532
0,3,0,1,20,31548
0,3,0,1,20,31565
0,3,0,1,20,31582
0,3,0,1,20,31598
0,3,0,1,20,31615
0,3,0,1,20,31631
0,3,0,1,20,31648
0,3,0,1,20,31665
0,3,0,1,20,31682
0,3,0,1,20,31698
0,3,0,1,20,31715
0,3,0,1,20,31731
0,3,0,1,20,31748
0,3,0,1,20,31765
0,3,0,1,20,31781
0,2,0,1,20,31798
0,4,0,1,20,31814
0,2,0,1,20,31831
0,3,0,1,20,31848
0,5,0,1,20,31865
0,3,0,1,20,31881
0,3,0,1,20,31898
0,3,0,1,20,31915
0,3,0,1,20,31932
0,3,0,1,20,31948
0,3,0,1,20,31965
0,3,0,1,20,31982
0,3,0,1,20,32000
0,3,0,1,20,32018
0,3,0,1,20,32032
0,3,0,1,20,32048
0,3,0,1,20,32066
0,3,0,1,20,32081
0,3,0,1,20,32106
0,3,0,1,20,32117
0,2,0,1,20,32131
0,3,0,1,20,32148
0,3,0,1,20,32164
0,2,0,1,20,32181
0,3,0,1,20,32198
0,3,0,1,20,32215
