head_yaw,head_thrust,head_slip,current_condition,loom_cur_distance,ms_now
0,49,0,1,20,90762
0,13,0,1,20,90783
0,3,0,1,20,90798
0,2,0,1,20,90810
0,3,0,1,20,90824
0,0,0,1,20,90834
0,3,0,1,20,90850
0,6,0,1,20,90876
0,3,0,1,20,90889
0,0,0,1,20,90900
0,6,0,1,20,90920
0,3,0,1,20,90936
0,2,0,1,20,90952
0,3,0,1,20,90974
0,0,0,1,20,90984
0,2,0,1,20,91001
0,6,0,1,20,91021
0,3,0,1,20,91033
0,3,0,1,20,91049
0,3,0,1,20,91066
0,3,0,1,20,91084
0,3,0,1,20,91099
0,2,0,1,20,91116
0,0,0,1,20,91132
0,5,0,1,20,91149
0,6,0,1,20,91166
0,8,0,1,20,91183
0,8,0,1,20,91199
0,10,0,1,20,91216
0,11,0,1,20,91232
0,2,0,1,20,91250
0,4,0,1,20,91267
0,2,0,1,20,91283
0,2,0,1,20,91299
0,4,0,1,20,91317
0,5,0,1,20,91334
0,5,0,1,20,91350
0,-2,0,1,20,91367
0,-7,0,1,20,91384
0,-3,0,1,20,91399
0,-3,0,1,20,91417
0,-3,0,1,20,91434
0,2,0,1,20,91450
0,0,0,1,20,91466
0,5,0,1,20,91483
0,6,0,1,20,91500
0,7,0,1,20,91517
0,8,0,1,20,91533
0,9,0,1,20,91550
0,10,0,1,20,91568
0,10,0,1,20,91584
0,11,0,1,20,91600
0,4,0,1,20,91617
0,3,0,1,20,91634
0,3,0,1,20,91650
0,2,0,1,20,91667
0,3,0,1,20,91683
0,4,0,1,20,91702
0,1,0,1,20,91717
0,3,0,1,20,91733
0,4,0,1,20,91751
0,10,0,1,20,91767
0,5,0,1,20,91784
0,0,0,1,20,91800
0,2,0,1,20,91820
0,4,0,1,20,91833
0,2,0,1,20,91850
0,3,0,1,20,91867
0,3,0,1,20,91883
0,2,0,1,20,91899
0,0,0,1,20,91916
0,3,0,1,20,91933
0,4,0,1,20,91950
0,3,0,1,20,91966
0,0,0,1,20,91982
0,0,0,1,20,92000
0,0,0,1,20,92016
0,0,0,1,20,92033
0,-4,0,1,20,92050
0,-4,0,1,20,92066
0,-3,0,1,20,92083
0,-2,0,1,20,92099
0,-6,0,1,20,92117
0,-9,0,1,20,92134
0,-11,0,1,20,92149
0,-25,0,1,20,92166
0,-13,0,1,20,92183
0,-13,0,1,20,92199
0,-5,0,1,20,92216
0,-2,0,1,20,92233
0,-3,0,1,20,92249
0,-3,0,1,20,92268
0,-2,0,1,20,92283
0,-4,0,1,20,92299
0,-3,0,1,20,92316
0,-3,0,1,20,92332
0,-3,0,1,20,92349
0,-2,0,1,20,92366
0,-3,0,1,20,92382
0,-3,0,1,20,92399
0,0,0,1,20,92416
0,2,0,1,20,92433
0,3,0,1,20,92451
0,5,0,1,20,92466
0,6,0,1,20,92483
0,7,0,1,20,92499
0,7,0,1,20,92516
0,8,0,1,20,92533
0,12,0,1,20,92549
0,4,0,1,20,92566
0,0,0,1,20,92583
0,5,0,1,20,92599
0,2,0,1,20,92616
0,3,0,1,20,92633
0,2,0,1,20,92649
0,0,0,1,20,92666
0,7,0,1,20,92683
0,2,0,1,20,92699
0,4,0,1,20,92716
0,3,0,1,20,92732
0,2,0,1,20,92749
0,3,0,1,20,92766
0,1,0,1,20,92783
0,3,0,1,20,92800
0,5,0,1,20,92816
0,5,0,1,20,92834
0,5,0,1,20,92849
0,-2,0,1,20,92868
0,0,0,1,20,92882
0,0,0,1,20,92899
0,0,0,1,20,92916
0,0,0,1,20,92932
0,0,0,1,20,92949
0,0,0,1,20,92966
0,0,0,1,20,92982
0,0,0,1,20,92999
0,0,0,1,20,93016
0,0,0,1,20,93032
0,0,0,1,20,93049
0,0,0,1,20,93066
0,0,0,1,20,93082
0,0,0,1,20,93099
0,0,0,1,20,93116
0,0,0,1,20,93132
0,0,0,1,20,93149
0,0,0,1,20,93166
0,0,0,1,20,93182
0,0,0,1,20,93199
0,0,0,1,20,93216
0,0,0,1,20,93232
0,-3,0,1,20,93249
0,-4,0,1,20,93266
0,-6,0,1,20,93283
0,-7,0,1,20,93300
0,-7,0,1,20,93316
0,-8,0,1,20,93332
0,-13,0,1,20,93349
0,-4,0,1,20,93366
0,-1,0,1,20,93383
0,-3,0,1,20,93399
0,-5,0,1,20,93416
0,-6,0,1,20,93432
0,-5,0,1,20,93450
0,-5,0,1,20,93466
0,-5,0,1,20,93483
0,-5,0,1,20,93500
0,-5,0,1,20,93516
0,-2,0,1,20,93533
0,-4,0,1,20,93549
0,-5,0,1,20,93566
0,-2,0,1,20,93584
0,-1,0,1,20,93599
0,0,0,1,20,93616
0,0,0,1,20,93633
0,0,0,1,20,93649
0,0,0,1,20,93666
0,0,0,1,20,93682
0,0,0,1,20,93699
0,0,0,1,20,93716
0,0,0,1,20,93732
0,0,0,1,20,93749
0,0,0,1,20,93766
0,0,0,1,20,93782
0,0,0,1,20,93799
0,0,0,1,20,93816
0,0,0,1,20,93832
0,0,0,1,20,93849
0,0,0,1,20,93866
0,0,0,1,20,93882
0,0,0,1,20,93899
0,0,0,1,20,93916
0,0,0,1,20,93933
0,0,0,1,20,93949
0,0,0,1,20,93966
0,0,0,1,20,93982
0,0,0,1,20,93999
0,0,0,1,20,94016
0,0,0,1,20,94033
0,0,0,1,20,94052
0,0,0,1,20,94066
0,0,0,1,20,94082
0,0,0,1,20,94099
0,0,0,1,20,94116
0,0,0,1,20,94133
0,0,0,1,20,94149
0,0,0,1,20,94166
0,0,0,1,20,94183
0,0,0,1,20,94199
0,0,0,1,20,94216
0,0,0,1,20,94232
0,0,0,1,20,94249
0,0,0,1,20,94266
0,0,0,1,20,94282
0,0,0,1,20,94299
0,0,0,1,20,94316
0,0,0,1,20,94333
0,0,0,1,20,94349
0,0,0,1,20,94366
0,0,0,1,20,94383
0,0,0,1,20,94399
0,0,0,1,20,94416
0,0,0,1,20,94433
0,0,0,1,20,94450
0,0,0,1,20,94466
0,0,0,1,20,94482
0,0,0,1,20,94499
0,0,0,1,20,94517
0,0,0,1,20,94533
0,0,0,1,20,94549
0,0,0,1,20,94566
0,0,0,1,20,94583
0,0,0,1,20,94599
0,0,0,1,20,94616
0,0,0,1,20,94633
0,0,0,1,20,94649
0,-2,0,1,20,94667
0,-5,0,1,20,94683
0,-6,0,1,20,94699
0,-7,0,1,20,94717
0,-7,0,1,20,94734
0,-6,0,1,20,94749
0,0,0,1,20,94766
0,0,0,1,20,94783
0,0,0,1,20,94799
0,0,0,1,20,94816
0,0,0,1,20,94832
0,0,0,1,20,94849
0,0,0,1,20,94866
0,0,0,1,20,94886
0,0,0,1,20,94899
0,0,0,1,20,94916
0,0,0,1,20,94933
0,0,0,1,20,94949
0,0,0,1,20,94966
0,0,0,1,20,94982
0,0,0,1,20,94999
0,0,0,1,20,95016
0,0,0,1,20,95033
0,0,0,1,20,95049
0,0,0,1,20,95066
0,0,0,1,20,95084
0,0,0,1,20,95099
0,0,0,1,20,95116
0,0,0,1,20,95133
0,0,0,1,20,95149
0,0,0,1,20,95166
0,0,0,1,20,95183
0,0,0,1,20,95199
0,0,0,1,20,95216
0,0,0,1,20,95233
0,0,0,1,20,95249
0,0,0,1,20,95265
0,0,0,1,20,95282
0,0,0,1,20,95299
0,0,0,1,20,95316
0,0,0,1,20,95333
0,0,0,1,20,95349
0,0,0,1,20,95366
0,0,0,1,20,95383
0,0,0,1,20,95400
0,0,0,1,20,95416
0,0,0,1,20,95432
0,0,0,1,20,95449
0,0,0,1,20,95466
0,0,0,1,20,95482
0,0,0,1,20,95499
0,0,0,1,20,95516
0,0,0,1,20,95533
0,0,0,1,20,95549
0,0,0,1,20,95566
0,0,0,1,20,95583
0,0,0,1,20,95599
0,0,0,1,20,95616
0,0,0,1,20,95632
0,0,0,1,20,95649
0,0,0,1,20,95666
0,0,0,1,20,95683
0,0,0,1,20,95699
0,0,0,1,20,95716
0,0,0,1,19.583333,95732
0,0,0,1,19.166667,95749
0,0,0,1,18.75,95766
0,0,0,1,18.333333,95785
0,0,0,1,17.916667,95799
0,0,0,1,17.5,95816
0,0,0,1,17.083333,95832
0,0,0,1,16.666667,95849
0,0,0,1,16.25,95873
0,0,0,1,15.833333,95882
0,0,0,1,15.416667,95899
0,0,0,1,15,95916
0,0,0,1,14.583333,95933
0,0,0,1,14.166667,95949
0,0,0,1,13.75,95966
0,0,0,1,13.333333,95982
0,0,0,1,12.916667,95999
0,0,0,1,12.5,96016
0,0,0,1,12.083333,96033
0,0,0,1,11.666667,96052
0,0,0,1,11.25,96065
0,0,0,1,10.833333,96082
0,0,0,1,10.416667,96099
0,0,0,1,10,96116
0,0,0,1,9.583333,96132
0,0,0,1,9.166667,96149
0,0,0,1,8.75,96165
0,0,0,1,8.333333,96182
0,0,0,1,7.916667,96199
0,0,0,1,7.5,96216
0,0,0,1,7.083333,96234
0,0,0,1,6.666667,96249
0,0,0,1,6.25,96266
0,0,0,1,5.833333,96283
0,0,0,1,5.416667,96299
0,0,0,1,5,96316
0,0,0,1,4.583333,96332
0,0,0,1,4.166667,96349
0,0,0,1,3.75,96366
0,0,0,1,3.333333,96382
0,0,0,1,2.916667,96399
0,0,0,1,2.5,96416
0,0,0,1,2.083333,96432
0,0,0,1,1.666667,96450
0,0,0,1,1.25,96466
0,0,0,1,0.833333,96482
0,0,0,1,0.5774,96499
0,0,0,1,0.5774,96516
0,0,0,1,0.5774,96534
