head_yaw,head_thrust,head_slip,current_condition,loom_cur_distance,ms_now
0,37,0,0,20,60716
0,4,0,0,20,60731
0,3,0,0,20,60744
0,3,0,0,20,60755
0,0,0,0,20,60767
0,2,0,0,20,60784
0,3,0,0,20,60800
0,3,0,0,20,60816
0,4,0,0,20,60834
0,0,0,0,20,60851
0,6,0,0,20,60866
0,0,0,0,20,60883
0,9,0,0,20,60900
0,3,0,0,20,60916
0,2,0,0,20,60933
0,2,0,0,20,60950
0,1,0,0,20,60966
0,3,0,0,20,60983
0,3,0,0,20,61001
0,4,0,0,20,61016
0,3,0,0,20,61033
0,0,0,0,20,61049
0,0,0,0,20,61066
0,3,0,0,20,61083
0,4,0,0,20,61100
0,5,0,0,20,61116
0,6,0,0,20,61133
0,7,0,0,20,61150
0,8,0,0,20,61166
0,8,0,0,20,61184
0,9,0,0,20,61200
0,9,0,0,20,61216
0,10,0,0,20,61233
0,5,0,0,20,61250
0,3,0,0,20,61266
0,3,0,0,20,61283
0,3,0,0,20,61300
0,3,0,0,20,61316
0,0,0,0,20,61333
0,0,0,0,20,61349
0,0,0,0,20,61366
0,0,0,0,20,61383
0,0,0,0,20,61399
0,0,0,0,20,61416
0,0,0,0,20,61433
0,2,0,0,20,61450
0,4,0,0,20,61467
0,5,0,0,20,61483
0,6,0,0,20,61500
0,7,0,0,20,61517
0,8,0,0,20,61533
0,8,0,0,20,61550
0,9,0,0,20,61566
0,9,0,0,20,61585
0,9,0,0,20,61600
0,9,0,0,20,61618
0,3,0,0,20,61635
0,5,0,0,20,61651
0,4,0,0,20,61667
0,2,0,0,20,61683
0,3,0,0,20,61700
0,3,0,0,20,61717
0,3,0,0,20,61733
0,3,0,0,20,61750
0,3,0,0,20,61767
0,3,0,0,20,61783
0,3,0,0,20,61800
0,3,0,0,20,61816
0,2,0,0,20,61833
0,3,0,0,20,61850
0,2,0,0,20,61866
0,3,0,0,20,61884
0,0,0,0,20,61900
0,0,0,0,20,61916
0,0,0,0,20,61933
0,0,0,0,20,61949
0,0,0,0,20,61966
0,1,0,0,20,61984
0,0,0,0,20,62000
0,0,0,0,20,62016
0,0,0,0,20,62033
0,2,0,0,20,62050
0,4,0,0,20,62067
0,6,0,0,20,62083
0,8,0,0,20,62100
0,9,0,0,20,62117
0,10,0,0,20,62133
0,11,0,0,20,62150
0,11,0,0,20,62166
0,11,0,0,20,62183
0,12,0,0,20,62200
0,3,0,0,20,62216
0,2,0,0,20,62233
0,3,0,0,20,62250
0,3,0,0,20,62266
0,3,0,0,20,62283
0,3,0,0,20,62300
0,3,0,0,20,62316
0,3,0,0,20,62334
0,3,0,0,20,62350
0,3,0,0,20,62366
0,3,0,0,20,62383
0,3,0,0,20,62400
0,3,0,0,20,62416
0,3,0,0,20,62434
0,-1,0,0,20,62450
0,0,0,0,20,62467
0,0,0,0,20,62483
0,0,0,0,20,62499
0,0,0,0,20,62517
0,0,0,0,20,62537
0,0,0,0,20,62550
0,0,0,0,20,62566
0,0,0,0,20,62583
0,0,0,0,20,62599
0,0,0,0,20,62616
0,0,0,0,20,62633
0,0,0,0,20,62649
0,0,0,0,20,62667
0,0,0,0,20,62683
0,0,0,0,20,62700
0,0,0,0,20,62716
0,0,0,0,20,62733
0,0,0,0,20,62749
0,0,0,0,20,62766
0,0,0,0,20,62783
0,0,0,0,20,62799
0,0,0,0,20,62816
0,0,0,0,20,62833
0,-6,0,0,20,62851
0,-19,0,0,20,62866
0,-12,0,0,20,62883
0,0,0,0,20,62899
0,-27,0,0,20,62916
0,-14,0,0,20,62933
0,-5,0,0,20,62950
0,-3,0,0,20,62966
0,-3,0,0,20,62983
0,-2,0,0,20,63000
0,1,0,0,20,63016
0,4,0,0,20,63033
0,5,0,0,20,63049
0,6,0,0,20,63066
0,3,0,0,20,63084
0,0,0,0,20,63099
0,-2,0,0,20,63116
0,-6,0,0,20,63133
0,-8,0,0,20,63150
0,-8,0,0,20,63166
0,-7,0,0,20,63183
0,-5,0,0,20,63200
0,1,0,0,20,63216
0,6,0,0,20,63233
0,15,0,0,20,63250
0,4,0,0,20,63266
0,3,0,0,20,63283
0,3,0,0,20,63300
0,2,0,0,20,63316
0,3,0,0,20,63333
0,3,0,0,20,63350
0,-1,0,0,20,63366
0,-3,0,0,20,63383
0,0,0,0,20,63399
0,0,0,0,20,63416
0,0,0,0,20,63433
0,0,0,0,20,63449
0,0,0,0,20,63467
0,-3,0,0,20,63486
0,0,0,0,20,63500
0,-1,0,0,20,63517
0,-6,0,0,20,63533
0,-7,0,0,20,63550
0,-7,0,0,20,63566
0,-5,0,0,20,63584
0,2,0,0,20,63599
0,-1,0,0,20,63616
0,-3,0,0,20,63633
0,0,0,0,20,63649
0,0,0,0,20,63666
0,0,0,0,20,63683
0,0,0,0,20,63699
0,0,0,0,20,63716
0,0,0,0,20,63733
0,-6,0,0,20,63749
0,-9,0,0,20,63766
0,-11,0,0,20,63783
0,-11,0,0,20,63799
0,-11,0,0,20,63817
0,-10,0,0,20,63833
0,0,0,0,20,63849
0,-9,0,0,20,63866
0,-7,0,0,20,63883
0,0,0,0,20,63899
0,0,0,0,20,63916
0,0,0,0,20,63933
0,0,0,0,20,63950
0,0,0,0,20,63966
0,3,0,0,20,63983
0,4,0,0,20,63999
0,5,0,0,20,64016
0,6,0,0,20,64033
0,8,0,0,20,64049
0,18,0,0,20,64066
0,10,0,0,20,64084
0,10,0,0,20,64099
0,11,0,0,20,64116
0,5,0,0,20,64133
0,4,0,0,20,64150
0,2,0,0,20,64166
0,3,0,0,20,64183
0,3,0,0,20,64199
0,2,0,0,20,64216
0,2,0,0,20,64233
0,1,0,0,20,64249
0,4,0,0,20,64266
0,7,0,0,20,64283
0,8,0,0,20,64299
0,3,0,0,20,64316
0,3,0,0,20,64333
0,2,0,0,20,64350
0,0,0,0,20,64366
0,0,0,0,20,64383
0,0,0,0,20,64399
0,0,0,0,20,64416
0,0,0,0,20,64433
0,0,0,0,20,64449
0,0,0,0,20,64466
0,0,0,0,20,64483
0,0,0,0,20,64499
0,0,0,0,20,64516
0,0,0,0,20,64533
0,0,0,0,20,64549
0,0,0,0,20,64566
