1,-20,0,0.499913,-0.69,180.25,0,0,18309
3,-25,0,0.499476,-0.665004,181,0,0,18326
2,-16,0,0.499058,-0.649009,181.5,0,0,18343
2,-19,0,0.498395,-0.630021,182,0,0,18360
3,-31,0,0.496907,-0.599057,182.75,0,0,18377
1,-23,0,0.495703,-0.576088,183,0,0,18393
1,-25,0,0.494286,-0.551128,183.25,0,0,18410
3,-35,0,0.491845,-0.516214,184,0,0,18426
2,-23,0,0.49004,-0.493285,184.5,0,0,18443
5,-32,0,0.49,-0.461446,185.75,0,0,18460
3,-19,0,0.49,-0.442568,186.5,0,0,18477
3,-18,0,0.49,-0.424712,187.25,0,0,18493
4,-26,0,0.49,-0.398981,188.25,0,0,18510
2,-13,0,0.49,-0.386132,188.75,0,0,18526
4,-13,0,0.49,-0.37332,189.75,0,0,18545
5,-8,0,0.49,-0.365467,191,0,0,18559
2,-5,0,0.49,-0.360567,191.5,0,0,18576
0,0,0,0.49,-0.360567,191.5,0,0,18593
0,0,0,0.49,-0.360567,191.5,0,0,18610
0,0,0,0.49,-0.360567,191.5,0,0,18626
0,0,0,0.49,-0.360567,191.5,0,0,18643
0,0,0,0.49,-0.360567,191.5,0,0,18660
0,0,0,0.49,-0.360567,191.5,0,0,18676
0,0,0,0.49,-0.360567,191.5,0,0,18693
0,0,0,0.49,-0.360567,191.5,0,0,18710
0,0,0,0.49,-0.360567,191.5,0,0,18727
0,0,0,0.49,-0.360567,191.5,0,0,18743
0,0,0,0.49,-0.360567,191.5,0,0,18760
0,0,0,0.49,-0.360567,191.5,0,0,18777
0,0,0,0.49,-0.360567,191.5,0,0,18793
0,0,0,0.49,-0.360567,191.5,0,0,18809
0,0,0,0.49,-0.360567,191.5,0,0,18826
-1,-33,0,0.49,-0.328201,191.25,0,0,18843
-2,-40,0,0.49,-0.288903,190.75,0,0,18860
-1,-43,0,0.49,-0.246623,190.5,0,0,18877
1,-66,0,0.49,-0.181782,190.75,0,0,18893
1,-37,0,0.49,-0.145461,191,0,0,18911
1,-47,0,0.49,-0.099364,191.25,0,0,18927
1,-24,0,0.49,-0.075846,191.5,0,0,18943
2,-16,0,0.49,-0.060196,192,0,0,18960
2,-4,0,0.49,-0.056291,192.5,0,0,18976
0,0,0,0.49,-0.056291,192.5,0,0,18993
0,0,0,0.49,-0.056291,192.5,0,0,19010
0,0,0,0.49,-0.056291,192.5,0,0,19027
0,0,0,0.49,-0.056291,192.5,0,0,19043
0,0,0,0.49,-0.056291,192.5,0,0,19060
0,0,0,0.49,-0.056291,192.5,0,0,19076
0,0,0,0.49,-0.056291,192.5,0,0,19093
0,0,0,0.49,-0.056291,192.5,0,0,19111
0,0,0,0.49,-0.056291,192.5,0,0,19126
0,0,0,0.49,-0.056291,192.5,0,0,19143
0,0,0,0.49,-0.056291,192.5,0,0,19160
0,0,0,0.49,-0.056291,192.5,0,0,19176
0,0,0,0.49,-0.056291,192.5,0,0,19193
0,0,0,0.49,-0.056291,192.5,0,0,19210
-3,-42,0,0.49,-0.015171,191.75,0,0,19227
-1,-33,0,0.49,0.017167,191.5,0,0,19243
-1,-34,0,0.49,0.050513,191.25,0,0,19260
-1,-49,0,0.49,0.098613,191,0,0,19277
1,-29,0,0.49,0.127056,191.25,0,0,19293
0,-42,0,0.49,0.168249,191.25,0,0,19310
1,-30,0,0.49,0.197647,191.5,0,0,19327
-1,-31,0,0.49,0.228051,191.25,0,0,19343
0,-44,0,0.49,0.271206,191.25,0,0,19360
0,-26,0,0.49,0.296706,191.25,0,0,19376
-1,-25,0,0.49,0.321247,191,1,0,19393
1,-34,0,0.49,0.354593,191.25,1,0,19410
1,-22,0,0.49,0.376152,191.5,1,0,19426
1,-30,0,0.49,0.405523,191.75,1,0,19443
0,-20,0,0.49,0.425104,191.75,1,0,19460
0,-22,0,0.49,0.446643,191.75,1,0,19476
-1,-36,0,0.49,0.48192,191.5,0,0,19493
0,-27,0,0.49,0.508378,191.5,0,0,19511
2,-42,0,0.49,0.54946,192,0,0,19527
0,-23,0,0.49,0.571958,192,0,0,19543
1,-22,0,0.49,0.593457,192.25,0,0,19560
2,-30,0,0.49,0.622717,192.75,0,0,19576
1,-20,0,0.49,0.642205,193,0,0,19593
3,-19,0,0.49,0.66066,193.75,0,0,19609
9,-24,0,0.49,0.68373,196,0,0,19626
7,-9,0,0.49,0.692302,197.75,0,0,19643
0,0,0,0.49,0.692302,197.75,0,0,19660
0,0,0,0.49,0.692302,197.75,0,0,19676
0,0,0,0.49,0.692302,197.75,0,0,19693
0,0,0,0.49,0.692302,197.75,0,0,19710
0,0,0,0.49,0.692302,197.75,0,0,19726
0,0,0,0.49,0.692302,197.75,0,0,19743
0,0,0,0.49,0.692302,197.75,0,0,19760
0,0,0,0.49,0.692302,197.75,0,0,19777
0,0,0,0.49,0.692302,197.75,0,0,19793
0,0,0,0.49,0.692302,197.75,0,0,19809
0,0,0,0.49,0.692302,197.75,0,0,19827
0,0,0,0.49,0.692302,197.75,0,0,19843
0,0,0,0.49,0.692302,197.75,0,0,19859
1,-44,0,0.49,0.71,198,0,0,19876
