head_yaw,head_thrust,head_slip,cur_wavelength,rotation_direction,ms_now
0,0,0,0,-1,3869
0,0,0,0,-1,3885
0,0,0,0,-1,3902
0,0,0,0,-1,3919
0,0,0,0,-1,3935
0,0,0,0,-1,3952
0,0,0,12,-1,3969
0,0,0,12,-1,3986
0,0,0,12,-1,4002
0,0,0,12,-1,4019
0,0,0,12,-1,4036
0,0,0,12,-1,4052
0,0,0,12,-1,4069
0,0,0,12,-1,4085
0,0,0,12,-1,4102
0,0,0,12,-1,4119
0,0,0,12,-1,4136
0,0,0,12,-1,4152
0,0,0,12,-1,4169
0,0,0,12,-1,4186
0,0,0,12,-1,4203
0,0,0,12,-1,4219
0,0,0,12,-1,4236
0,0,0,12,-1,4252
0,0,0,12,-1,4269
0,0,0,12,-1,4286
0,0,0,12,-1,4302
0,0,0,12,-1,4319
