FrameCounts,blue_mean
1,53.702403125000004
2,57.846696875
3,77.326325
4,81.49160156250001
5,81.156825
6,80.69890781250001
7,80.1156
8,83.55945625000001
9,83.64518906250001
10,86.96965625
11,87.3194921875
12,87.621390625
13,87.42978125
14,87.1362578125
15,86.7647890625
16,86.50997343750001
17,86.4177109375
18,86.6111328125
19,86.8736109375
20,87.12563750000001
21,87.00996718750001
22,87.0078890625
23,86.9170484375
24,86.62656875
25,86.209721875
26,86.29903125
27,87.2788125
28,87.33163593750001
29,87.24810625
30,87.175734375
31,87.19653281250001
32,87.0789078125
33,86.62968125
34,86.790153125
35,87.62560937500001
36,87.75953750000001
37,87.8032671875
38,87.78530156250001
39,87.748625
40,87.328125
41,87.11829375
42,87.5235578125
43,88.0657140625
44,88.14868750000001
45,88.20502031250001
46,88.24805
47,88.3898515625
48,88.98980312500001
49,89.44004687500001
50,89.0422734375
51,88.84896718750001
52,88.925190625
53,88.928703125
54,88.66986250000001
55,88.17936250000001
56,87.8799140625
57,88.06923125
58,87.6023
59,87.546040625
60,88.4396296875
61,88.413003125
62,88.622984375
63,89.34154062500001
64,89.52754375
65,89.99225625000001
66,91.9621875
67,84.9940203125
68,84.662653125
69,85.627728125
70,82.25793125
71,81.15473750000001
72,69.1499484375
73,71.37215156250001
74,67.74011875000001
75,54.4717671875
76,58.1770640625
77,65.187521875
78,74.095190625
79,73.48731875
80,79.3940765625
81,79.21432812500001
82,79.0495859375
83,78.630525
84,78.0021484375
85,77.9701765625
86,80.44417187500001
87,80.32543125000001
88,80.6950265625
89,80.6591296875
90,80.66122187500001
91,81.0693375
92,80.88049218750001
93,80.9604125
94,80.89899687500001
95,80.6987078125
96,80.2207875
97,80.42523125000001
98,82.8135171875
99,82.6432265625
100,84.10725625
101,84.28009375
102,84.2389359375
103,84.46479218750001
104,84.95728125000001
105,85.05420000000001
106,84.9681046875
107,84.94533125000001
108,84.95436875
109,84.81694375000001
110,84.75764218750001
111,84.67667187500001
112,84.60233281250001
113,84.57755
114,84.5428078125
115,84.7865015625
116,85.07792656250001
117,85.24995468750001
118,85.88485625
119,86.42480625
120,85.9726359375
121,92.4425875
122,94.9774640625
123,91.51232031250001
124,88.951328125
125,88.326778125
126,88.2460015625
127,81.16829687500001
128,80.2913203125
129,79.7299796875
130,78.7064890625
131,78.010778125
132,76.935409375
133,82.3791828125
134,82.96958437500001
135,83.1890390625
136,87.0283984375
137,86.8988125
138,86.92409375
139,87.1677890625
140,89.80715000000001
141,89.9855296875
142,90.1802703125
143,89.583509375
144,89.312478125
145,88.9335296875
146,88.5433296875
147,88.59755625000001
148,90.1546640625
149,90.227865625
150,90.5917703125
151,90.426759375
152,89.26914375
153,89.2029984375
154,89.934784375
155,89.9271296875
156,89.8314484375
157,90.110940625
158,90.0385140625
159,89.887471875
160,89.431253125
161,89.0574515625
162,89.03350937500001
163,89.1980546875
164,89.17633281250001
165,89.2364359375
166,88.8482828125
167,88.783634375
168,88.7450625
169,89.2674296875
170,89.41981875
171,89.3717828125
172,89.0556296875
173,89.087303125
174,88.89797812500001
175,88.96525625000001
176,89.4091953125
177,89.4405921875
178,89.27406093750001
179,89.223484375
180,89.2021140625
181,89.2090765625
182,89.218959375
183,89.18298125
184,89.249496875
185,89.2658875
186,89.2461375
187,88.83647500000001
188,88.6335515625
189,88.3856375
190,88.3236234375
191,88.28152812500001
192,88.16672187500001
193,88.09969375
194,88.15721718750001
195,87.687184375
196,87.77666718750001
197,87.4636703125
198,87.30474218750001
199,87.2660390625
200,87.34370625000001
201,87.388265625
202,87.19363125000001
203,87.28185625
204,87.35638750000001
205,87.2623515625
206,87.29981718750001
207,88.18881875000001
208,88.33831718750001
209,88.8829734375
210,88.66642031250001
211,88.224790625
212,87.6931078125
213,87.730840625
214,87.6812921875
215,87.743425
216,87.9854078125
217,87.7205796875
218,87.73175156250001
219,87.3247171875
220,86.2842234375
221,85.7892515625
222,85.95860312500001
223,85.9867453125
224,87.0633140625
225,87.4181640625
226,87.33550000000001
227,87.4287890625
228,87.03105625
229,86.96546718750001
230,87.24356875000001
231,87.50237187500001
232,87.8139203125
233,87.8350046875
234,87.73236875
235,87.8084
236,87.25055625
237,86.9927421875
238,87.0317125
239,87.2844875
240,87.7528171875
241,87.8998796875
242,87.9093546875
243,87.7731078125
244,87.3908375
245,87.42866562500001
246,87.560821875
247,87.5621140625
