head_yaw,head_thrust,head_slip,reward_out,lick_in,ms_now
0,0,0,0,0,2
0,0,0,0,0,39
0,0,0,0,0,50
0,0,0,0,0,66
0,0,0,0,0,84
0,0,0,0,0,100
0,0,0,0,0,117
0,0,0,0,0,134
0,0,0,0,0,149
0,0,0,0,0,166
0,0,0,0,0,183
0,0,0,0,0,199
0,0,0,0,0,216
0,0,0,0,0,233
0,0,0,0,0,250
0,0,0,0,0,267
0,0,0,0,0,283
0,0,0,0,0,299
0,0,0,0,0,316
0,0,0,0,0,335
0,0,0,0,0,349
0,0,0,0,0,367
0,0,0,0,0,383
0,0,0,0,0,400
0,0,0,0,0,417
0,0,0,0,0,433
0,0,0,0,0,451
0,0,0,0,0,467
0,0,0,0,0,483
0,0,0,0,0,500
0,5,0,0,0,517
0,10,0,0,0,534
0,9,0,0,0,552
0,14,0,0,0,568
0,8,0,0,0,584
0,8,0,0,0,600
0,12,0,0,0,617
0,9,0,0,0,634
0,9,0,0,0,650
0,13,0,0,0,667
0,10,0,0,0,684
0,10,0,0,0,700
0,15,0,0,0,719
0,10,0,0,0,734
0,11,0,0,0,751
0,5,0,0,0,767
0,3,0,0,0,784
0,1,0,0,0,801
0,0,0,0,0,816
0,0,0,0,0,834
0,0,0,0,0,850
0,0,0,0,0,866
0,0,0,0,0,882
0,-4,0,0,0,900
0,-1,0,0,0,918
0,0,0,0,0,933
0,-2,0,0,0,951
0,-2,0,0,0,967
0,-4,0,0,0,984
0,-7,0,0,0,1001
0,-7,0,0,0,1017
0,-9,0,0,0,1034
0,-5,0,0,0,1051
0,-5,0,0,0,1067
0,-6,0,0,0,1086
0,-5,0,0,0,1101
0,-5,0,0,0,1118
0,-6,0,0,0,1135
0,-6,0,0,0,1150
0,-4,0,0,0,1167
0,-7,0,0,0,1184
0,-3,0,0,0,1200
0,-3,0,0,0,1217
0,-5,0,0,0,1233
0,-2,0,0,0,1250
0,-4,0,0,0,1269
0,-4,0,0,0,1284
0,-3,0,0,0,1301
0,-3,0,0,0,1317
0,-2,0,0,0,1334
0,-2,0,0,0,1351
0,-4,0,0,0,1368
0,-4,0,0,0,1384
0,-2,0,0,0,1401
0,-4,0,0,0,1417
0,-2,0,0,0,1434
0,-3,0,0,0,1450
0,-3,0,0,0,1467
0,-1,0,0,0,1484
0,-2,0,0,0,1502
0,0,0,0,0,1517
0,-1,0,0,0,1533
0,-2,0,0,0,1551
0,0,0,0,0,1566
0,-1,0,0,0,1583
0,-1,0,0,0,1602
0,-1,0,0,0,1618
0,0,0,0,0,1634
0,-1,0,0,0,1651
0,0,0,0,0,1666
0,0,0,0,0,1685
0,0,0,0,0,1699
0,0,0,0,0,1715
0,0,0,0,0,1733
0,0,0,0,0,1749
0,-1,0,0,0,1768
0,-1,0,0,0,1784
0,0,0,0,0,1800
0,0,0,0,0,1817
0,1,0,0,0,1836
0,1,0,0,0,1851
0,1,0,0,0,1868
0,1,0,0,0,1884
0,1,0,0,0,1901
0,3,0,0,0,1919
0,0,0,0,0,1934
0,1,0,0,0,1950
0,0,0,0,0,1967
0,0,0,0,0,1984
0,0,0,0,0,2001
0,2,0,0,0,2019
0,0,0,0,0,2034
0,1,0,0,0,2053
0,0,0,0,0,2067
0,-1,0,0,0,2086
0,0,0,0,0,2101
0,0,0,0,0,2118
0,0,0,0,0,2133
0,0,0,0,0,2149
0,0,0,0,0,2166
0,-1,0,0,0,2183
0,-4,0,0,0,2201
0,-3,0,0,0,2218
0,0,0,0,0,2234
0,1,0,0,0,2250
0,0,0,0,0,2267
0,0,0,0,0,2283
0,0,0,0,0,2299
0,0,0,0,0,2317
0,0,0,0,0,2334
0,0,0,0,0,2350
0,0,0,0,0,2367
0,0,0,0,0,2384
0,0,0,0,0,2400
0,0,0,0,0,2416
0,0,0,0,0,2433
0,0,0,0,0,2449
0,0,0,0,0,2466
0,0,0,0,0,2483
0,0,0,0,0,2500
0,0,0,0,0,2516
0,0,0,0,0,2533
0,0,0,0,0,2550
0,0,0,0,0,2567
0,0,0,0,0,2583
0,0,0,0,0,2600
0,0,0,0,0,2617
0,0,0,0,0,2634
0,0,0,0,0,2650
0,0,0,0,0,2667
0,0,0,0,0,2683
0,0,0,0,0,2700
0,0,0,0,0,2716
0,0,0,0,0,2733
0,0,0,0,0,2750
0,0,0,0,0,2767
0,2,0,0,0,2785
0,12,0,0,0,2801
0,11,0,0,0,2817
0,16,0,0,0,2834
0,12,0,0,0,2852
0,11,0,0,0,2868
0,17,0,0,0,2886
0,10,0,0,0,2901
0,8,0,0,0,2917
0,9,0,0,0,2934
0,2,0,0,0,2951
0,0,0,0,0,2968
0,0,0,0,0,2983
0,-3,0,0,0,3000
0,-9,0,0,0,3018
0,-20,0,0,0,3035
0,-16,0,0,0,3050
0,-22,0,0,0,3067
0,-7,0,0,0,3084
0,-1,0,0,0,3100
0,6,0,0,0,3117
0,14,0,0,0,3135
0,14,0,0,0,3151
0,20,0,0,0,3168
0,7,0,0,0,3185
0,1,0,0,0,3200
0,0,0,0,0,3217
0,-13,0,0,0,3234
0,-43,0,0,0,3252
0,-35,0,0,0,3268
0,-35,0,0,0,3283
0,-35,0,0,0,3302
0,-12,0,0,0,3317
0,-9,0,0,0,3334
0,-11,0,0,0,3351
0,-7,0,0,0,3367
0,-6,0,0,0,3386
0,1,0,0,0,3400
0,4,0,0,0,3419
0,4,0,0,0,3437
0,1,0,0,0,3451
0,0,0,0,0,3467
0,-2,0,0,0,3485
0,-2,0,0,0,3500
0,-2,0,0,0,3517
0,-4,0,0,0,3534
0,-2,0,0,0,3550
0,-2,0,0,0,3567
0,-3,0,0,0,3584
0,-3,0,0,0,3600
0,-2,0,0,0,3617
0,-1,0,0,0,3634
0,0,0,0,0,3651
0,0,0,0,0,3667
0,0,0,0,0,3683
0,1,0,0,0,3700
0,7,0,0,0,3717
0,8,0,0,0,3734
0,6,0,0,0,3750
0,9,0,0,0,3768
0,5,0,0,0,3784
0,3,0,0,0,3800
0,7,0,0,0,3817
0,5,0,0,0,3834
0,10,0,0,0,3851
0,7,0,0,0,3869
0,6,0,0,0,3884
0,7,0,0,0,3902
0,4,0,0,0,3920
0,5,0,0,0,3934
0,4,0,0,0,3950
0,4,0,0,0,3968
0,3,0,0,0,3984
0,4,0,0,0,4000
0,4,0,0,0,4017
0,3,0,0,0,4033
0,3,0,0,0,4051
0,2,0,0,0,4067
0,1,0,0,0,4084
0,0,0,0,0,4100
0,0,0,0,0,4123
0,0,0,0,0,4136
0,0,0,0,0,4152
0,0,0,0,0,4168
0,0,0,0,0,4184
0,0,0,0,0,4200
0,0,0,0,0,4217
0,1,0,0,0,4235
0,1,0,0,0,4251
0,1,0,0,0,4267
0,1,0,0,0,4284
0,1,0,0,0,4302
0,1,0,0,0,4322
0,0,0,0,0,4334
0,0,0,0,0,4350
0,-2,0,0,0,4368
0,-2,0,0,0,4384
0,-1,0,0,0,4401
0,0,0,0,0,4417
0,-1,0,0,0,4434
0,0,0,0,0,4450
0,-3,0,0,0,4467
0,-5,0,0,0,4484
0,-10,0,0,0,4500
0,-16,0,0,0,4518
0,-4,0,0,0,4535
0,-2,0,0,0,4551
0,-6,0,0,0,4567
0,-5,0,0,0,4583
0,-10,0,0,0,4601
0,-7,0,0,0,4617
0,-3,0,0,0,4634
0,1,0,0,0,4651
0,0,0,0,0,4667
0,0,0,0,0,4684
0,-1,0,0,0,4701
0,-8,0,0,0,4717
0,-7,0,0,0,4734
0,0,0,0,0,4751
0,7,0,0,0,4769
0,11,0,0,0,4785
0,15,0,0,0,4802
0,5,0,0,0,4816
0,2,0,0,0,4835
0,0,0,0,0,4850
0,-4,0,0,0,4867
0,-7,0,0,0,4883
0,-10,0,0,0,4901
0,-3,0,0,0,4917
0,0,0,0,0,4940
0,1,0,0,0,4951
0,1,0,0,0,4968
0,7,0,0,0,4987
0,2,0,0,0,5002
0,-4,0,0,0,5018
0,-14,0,0,0,5034
0,-19,0,0,0,5051
0,-33,0,0,0,5068
0,-17,0,0,0,5084
0,-6,0,0,0,5101
0,11,0,0,0,5119
0,19,0,0,0,5136
0,21,0,0,0,5151
0,23,0,0,0,5168
0,9,0,0,0,5184
0,2,0,0,0,5201
0,2,0,0,0,5221
0,-1,0,0,0,5237
0,-4,0,0,0,5250
0,1,0,0,0,5268
0,10,0,0,0,5284
0,13,0,0,0,5301
0,16,0,0,0,5318
0,4,0,0,0,5334
0,2,0,0,0,5351
0,3,0,0,0,5367
0,-5,0,0,0,5384
0,-9,0,0,0,5404
0,-1,0,0,0,5417
0,6,0,0,0,5435
0,13,0,0,0,5451
0,6,0,0,0,5467
0,1,0,0,0,5483
0,1,0,0,0,5501
0,-2,0,0,0,5517
0,-7,0,0,0,5534
0,-17,0,0,0,5550
0,-20,0,0,0,5567
0,-26,0,0,0,5584
0,-38,0,0,0,5601
0,-16,0,0,0,5617
0,-13,0,0,0,5634
0,-15,0,0,0,5652
0,-3,0,0,0,5669
0,11,0,0,0,5685
0,16,0,0,0,5701
0,14,0,0,0,5717
0,7,0,0,0,5733
0,7,0,0,0,5751
