head_yaw,head_thrust,head_slip,reward_out,lick_in,ms_now
0,0,0,0,0,1
0,0,0,0,0,38
0,0,0,0,0,56
0,0,0,0,0,74
0,0,0,0,0,90
0,0,0,0,0,107
0,0,0,0,0,123
0,0,0,0,0,139
0,0,0,0,0,156
0,0,0,0,0,173
0,0,0,0,0,190
0,0,0,0,0,206
0,0,0,0,0,223
0,0,0,0,0,240
0,0,0,0,0,256
0,0,0,0,0,273
0,0,0,0,0,290
0,0,0,0,0,306
0,0,0,0,0,324
0,0,0,0,0,340
0,0,0,0,0,357
0,0,0,0,0,373
0,0,0,0,0,389
0,0,0,0,0,406
0,0,0,0,0,423
0,0,0,0,0,439
0,0,0,0,0,456
0,0,0,0,0,473
0,0,0,0,0,490
0,0,0,0,0,506
0,0,0,0,0,523
0,0,0,0,0,539
0,0,0,0,0,556
0,0,0,0,0,574
0,0,0,0,0,591
0,0,0,0,0,607
0,0,0,0,0,623
0,0,0,0,0,640
0,0,0,0,0,657
0,0,0,0,0,673
0,0,0,0,0,690
0,0,0,0,0,708
0,0,0,0,0,724
0,0,0,0,0,740
0,0,0,0,0,756
0,0,0,0,0,773
0,0,0,0,0,790
0,0,0,0,0,807
0,0,0,0,0,823
0,0,0,0,0,840
0,0,0,0,0,857
0,0,0,0,0,874
0,0,0,0,0,890
0,0,0,0,0,906
0,0,0,0,0,923
0,0,0,0,0,940
0,0,0,0,0,956
0,0,0,0,0,973
0,0,0,0,0,990
0,0,0,0,0,1007
0,0,0,0,0,1023
0,0,0,0,0,1040
0,0,0,0,0,1057
0,0,0,0,0,1074
0,0,0,0,0,1090
0,0,0,0,0,1107
0,0,0,0,0,1124
0,0,0,0,0,1140
0,0,0,0,0,1157
0,0,0,0,0,1173
0,0,0,0,0,1191
0,0,0,0,0,1207
0,0,0,0,0,1224
0,0,0,0,0,1241
0,0,0,0,0,1256
0,0,0,0,0,1273
0,0,0,0,0,1290
0,0,0,0,0,1307
0,0,0,0,0,1323
0,0,0,0,0,1340
0,0,0,0,0,1356
0,0,0,0,0,1373
0,0,0,0,0,1390
0,0,0,0,0,1407
0,0,0,0,0,1423
0,0,0,0,0,1440
0,0,0,0,0,1456
0,0,0,0,0,1473
0,0,0,0,0,1489
0,0,0,0,0,1507
4,-1,0,0,0,1526
1,0,0,0,0,1542
3,-1,0,0,0,1560
3,0,0,0,0,1575
3,-1,0,0,0,1591
7,0,0,0,0,1611
5,1,0,0,0,1624
6,0,0,0,0,1641
4,0,0,0,0,1660
2,0,0,0,0,1674
0,0,0,0,0,1690
1,-1,0,0,0,1708
3,0,0,0,0,1725
2,-1,0,0,0,1741
2,-2,0,0,0,1759
1,0,0,0,0,1774
0,-1,0,0,0,1791
0,0,0,0,0,1806
1,0,0,0,0,1823
0,0,0,0,0,1840
0,0,0,0,0,1857
0,0,0,0,0,1873
0,0,0,0,0,1890
1,-1,0,0,0,1910
5,-2,0,0,0,1924
5,0,0,0,0,1940
9,-1,0,0,0,1961
6,-1,0,0,0,1974
2,0,0,0,0,1991
4,-1,0,0,0,2007
4,-1,0,0,0,2024
2,0,0,0,0,2040
4,0,0,0,0,2057
3,0,0,0,0,2074
2,0,0,0,0,2091
1,0,0,0,0,2107
1,1,0,0,0,2124
0,0,0,0,0,2140
0,0,0,0,0,2156
1,-1,0,0,0,2173
2,-3,0,0,0,2192
10,-10,0,0,0,2209
7,-7,0,0,0,2224
8,-2,0,0,0,2241
10,-2,0,0,0,2257
7,-2,0,0,0,2274
6,-1,0,0,0,2291
7,-1,0,0,0,2308
8,0,0,0,0,2324
5,-1,0,0,0,2341
2,0,0,0,0,2356
2,0,0,0,0,2373
1,0,0,0,0,2390
0,0,0,0,0,2407
0,0,0,0,0,2423
0,0,0,0,0,2440
0,0,0,0,0,2457
0,0,0,0,0,2474
0,0,0,0,0,2490
0,0,0,0,0,2506
0,0,0,0,0,2524
0,0,0,0,0,2540
0,0,0,0,0,2557
0,0,0,0,0,2573
0,0,0,0,0,2589
0,0,0,0,0,2607
0,0,0,0,0,2623
0,0,0,0,0,2641
0,0,0,0,0,2657
0,0,0,0,0,2673
0,0,0,0,0,2689
0,0,0,0,0,2706
-1,-14,0,0,0,2724
-1,-15,0,0,0,2741
-1,-29,0,0,0,2760
1,-18,0,0,0,2774
0,-7,0,0,0,2791
1,-13,0,0,0,2810
0,-6,0,0,0,2824
0,-6,0,0,0,2840
1,-6,0,0,0,2858
0,0,0,0,0,2873
0,0,0,0,0,2889
0,0,0,0,0,2906
-1,6,0,0,0,2925
-3,16,0,0,0,2940
-3,24,0,0,0,2961
-6,29,0,0,0,2974
-5,32,0,0,0,2991
-6,32,0,0,0,3007
-8,43,0,0,0,3024
-3,22,0,0,0,3040
-2,26,0,0,0,3059
-1,12,0,0,0,3074
0,5,0,0,0,3091
0,1,0,0,0,3110
0,0,0,0,0,3123
0,0,0,0,0,3140
0,0,0,0,0,3156
0,0,0,0,0,3173
0,0,0,0,0,3189
0,0,0,0,0,3207
0,0,0,0,0,3223
0,0,0,0,0,3240
0,0,0,0,0,3256
0,0,0,0,0,3274
0,0,0,0,0,3290
