head_yaw,head_thrust,head_slip,reward_out,lick_in,ms_now
0,0,0,0,0,1
0,0,0,0,0,37
0,0,0,0,0,45
0,0,0,0,0,62
0,0,0,0,0,77
0,0,0,0,0,94
0,0,0,0,0,112
0,0,0,0,0,127
0,0,0,0,0,145
0,0,0,0,0,161
0,0,0,0,0,177
0,0,0,0,0,194
0,0,0,0,0,211
0,0,0,0,0,228
0,0,0,0,0,245
0,0,0,0,0,261
0,-3,0,0,0,280
0,-3,0,0,0,296
0,-7,0,0,0,312
0,-5,0,0,0,329
0,-5,0,0,0,345
0,-4,0,0,0,362
0,-5,0,0,0,378
0,-2,0,0,0,395
0,-2,0,0,0,412
0,-2,0,0,0,428
0,0,0,0,0,445
0,-2,0,0,0,462
0,0,0,0,0,479
0,-1,0,0,0,497
0,-1,0,0,0,515
0,0,0,0,0,529
0,0,0,0,0,545
0,0,0,0,0,561
0,0,0,0,0,579
0,0,0,0,0,594
0,0,0,0,0,610
0,-1,0,0,0,627
0,0,0,0,0,645
0,-1,0,0,0,662
0,0,0,0,0,678
0,0,0,0,0,694
0,1,0,0,0,714
0,0,0,0,0,729
0,0,0,0,0,745
0,1,0,0,0,763
0,0,0,0,0,779
0,0,0,0,0,796
0,0,0,0,0,812
0,0,0,0,0,828
0,0,0,0,0,846
0,0,0,0,0,862
0,0,0,0,0,881
0,0,0,0,0,895
0,0,0,0,0,915
0,1,0,0,0,928
0,0,0,0,0,945
0,0,0,0,0,961
0,0,0,0,0,978
0,0,0,0,0,994
0,0,0,0,0,1011
0,0,0,0,0,1028
0,0,0,0,0,1045
0,0,0,0,0,1062
0,0,0,0,0,1078
0,0,0,0,0,1094
0,0,0,0,0,1111
0,0,0,0,0,1127
0,0,0,0,0,1144
0,0,0,0,0,1161
0,1,0,0,0,1178
0,0,0,0,0,1195
0,0,0,0,0,1211
0,2,0,0,0,1229
0,0,0,0,0,1245
0,0,0,0,0,1262
0,0,0,0,0,1278
0,0,0,0,0,1294
0,0,0,0,0,1311
0,0,0,0,0,1328
0,1,0,0,0,1345
0,1,0,0,0,1363
0,0,0,0,0,1379
0,0,0,0,0,1395
0,0,0,0,0,1412
0,0,0,0,0,1427
0,0,0,0,0,1444
0,0,0,0,0,1461
0,-1,0,0,0,1478
0,-1,0,0,0,1498
0,0,0,0,0,1514
0,0,0,0,0,1527
0,0,0,0,0,1544
0,0,0,0,0,1561
0,-2,0,0,0,1578
0,-1,0,0,0,1595
0,-1,0,0,0,1612
0,0,0,0,0,1627
0,0,0,0,0,1644
0,0,0,0,0,1661
0,0,0,0,0,1677
0,0,0,0,0,1693
0,0,0,0,0,1711
