head_yaw,head_thrust,head_slip,reward_out,lick_in,ms_now
0,0,0,0,0,0
0,0,0,0,0,43
0,0,0,0,0,62
0,0,0,0,0,79
0,0,0,0,0,98
0,0,0,0,0,113
0,0,0,0,0,129
0,0,0,0,0,146
0,0,0,0,0,163
0,0,0,0,0,179
0,0,0,0,0,196
0,0,0,0,0,212
0,0,0,0,0,229
0,0,0,0,0,246
0,0,0,0,0,262
0,0,0,0,0,279
0,0,0,0,0,296
0,0,0,0,0,313
0,0,0,0,0,329
0,0,0,0,0,346
0,0,0,0,0,363
0,0,0,0,0,379
0,0,0,0,0,395
0,0,0,0,0,412
0,0,0,0,0,429
0,0,0,0,0,445
0,0,0,0,0,463
0,0,0,0,0,479
21,-4,0,0,0,496
23,-2,0,0,0,513
35,-1,0,0,0,533
21,0,0,0,0,547
12,0,0,0,0,563
24,1,0,0,0,584
16,1,0,0,0,596
12,1,0,0,0,613
12,0,0,0,0,630
4,0,0,0,0,646
2,0,0,0,0,664
0,0,0,0,0,681
-2,0,0,0,0,697
-2,-1,0,0,0,713
-18,-1,0,0,0,733
-16,-1,0,0,0,746
-20,0,0,0,0,764
-20,0,0,0,0,780
-25,2,0,0,0,797
-13,0,0,0,0,813
-15,1,0,0,0,831
-9,1,0,0,0,850
-5,0,0,0,0,865
-10,1,0,0,0,880
-4,1,0,0,0,896
-5,-1,0,0,0,913
-1,0,0,0,0,930
0,0,0,0,0,945
0,0,0,0,0,962
0,0,0,0,0,978
0,0,0,0,0,995
0,0,0,0,0,1012
0,0,0,0,0,1029
0,0,0,0,0,1045
0,0,0,0,0,1062
0,0,0,0,0,1079
0,-1,0,0,0,1097
0,0,0,0,0,1114
0,0,0,0,0,1130
0,0,0,0,0,1148
0,0,0,0,0,1163
0,0,0,0,0,1179
0,0,0,0,0,1195
0,0,0,0,0,1212
0,0,0,0,0,1229
0,0,0,0,0,1246
0,0,0,0,0,1263
0,0,0,0,0,1279
0,0,0,0,0,1296
0,0,0,0,0,1312
0,0,0,0,0,1329
0,0,0,0,0,1346
0,0,0,0,0,1363
0,0,0,0,0,1379
0,0,0,0,0,1396
0,0,0,0,0,1413
0,0,0,0,0,1429
0,0,0,0,0,1446
0,0,0,0,0,1462
0,0,0,0,0,1478
0,0,0,0,0,1496
0,0,0,0,0,1513
0,0,0,0,0,1529
0,0,0,0,0,1545
0,0,0,0,0,1562
0,0,0,0,0,1578
0,0,0,0,0,1596
0,0,0,0,0,1612
0,0,0,0,0,1629
0,0,0,0,0,1645
0,0,0,0,0,1662
0,0,0,0,0,1678
0,0,0,0,0,1695
0,0,0,0,0,1712
0,0,0,0,0,1729
0,0,0,0,0,1745
0,0,0,0,0,1762
0,0,0,0,0,1780
0,0,0,0,0,1796
0,0,0,0,0,1813
0,0,0,0,0,1829
