head_yaw,head_thrust,head_slip,reward_out,lick_in,ms_now
0,0,0,0,0,1
0,0,0,0,0,39
0,0,0,0,0,54
0,0,0,0,0,70
0,0,0,0,0,87
0,0,0,0,0,105
0,0,0,0,0,121
0,0,0,0,0,137
0,0,0,0,0,154
0,0,0,0,0,171
0,0,0,0,0,188
0,0,0,0,0,204
0,0,0,0,0,221
0,0,0,0,0,238
0,0,0,0,0,255
0,0,0,0,0,271
0,0,0,0,0,289
0,0,0,0,0,303
0,0,0,0,0,321
0,0,0,0,0,337
0,0,0,0,0,353
0,0,0,0,0,371
0,0,0,0,0,387
0,0,0,0,0,404
0,0,0,0,0,420
0,0,0,0,0,437
0,0,0,0,0,453
0,0,0,0,0,470
0,0,0,0,0,487
0,0,0,0,0,504
0,0,0,0,0,521
0,0,0,0,0,538
0,0,0,0,0,555
0,0,0,0,0,572
0,0,0,0,0,587
0,0,0,0,0,604
0,0,0,0,0,620
0,0,0,0,0,637
0,0,0,0,0,654
0,0,0,0,0,670
0,0,0,0,0,687
0,1,0,0,0,704
0,0,0,0,0,722
0,1,0,0,0,739
0,1,0,0,0,758
0,0,0,0,0,771
0,0,0,0,0,788
0,1,0,0,0,807
0,0,0,0,0,825
0,1,0,0,0,839
0,0,0,0,0,856
0,1,0,0,0,871
0,0,0,0,0,889
0,0,0,0,0,907
0,1,0,0,0,922
0,0,0,0,0,938
0,1,0,0,0,958
0,0,0,0,0,972
0,0,0,0,0,988
0,2,0,0,0,1005
0,0,0,0,0,1021
0,1,0,0,0,1038
0,0,0,0,0,1056
0,1,0,0,0,1075
0,1,0,0,0,1089
0,1,0,0,0,1106
0,0,0,0,0,1122
0,1,0,0,0,1139
0,1,0,0,0,1157
0,0,0,0,0,1171
0,0,0,0,0,1188
0,0,0,0,0,1205
0,1,0,0,0,1222
0,1,0,0,0,1239
0,0,0,0,0,1255
0,2,0,0,0,1272
0,0,0,0,0,1288
0,1,0,0,0,1306
0,0,0,0,0,1322
0,1,0,0,0,1339
0,0,0,0,0,1357
0,0,0,0,0,1372
0,1,0,0,0,1389
0,0,0,0,0,1405
0,0,0,0,0,1421
0,0,0,0,0,1438
0,0,0,0,0,1455
0,0,0,0,0,1470
0,0,0,0,0,1487
0,0,0,0,0,1504
0,0,0,0,0,1520
0,0,0,0,0,1538
0,0,0,0,0,1553
0,0,0,0,0,1570
0,0,0,0,0,1587
0,0,0,0,0,1604
0,0,0,0,0,1620
0,1,0,0,0,1639
0,0,0,0,0,1655
0,0,0,0,0,1672
0,0,0,0,0,1688
0,0,0,0,0,1707
0,1,0,0,0,1722
0,0,0,0,0,1737
0,0,0,0,0,1755
0,0,0,0,0,1772
0,0,0,0,0,1789
0,-1,0,0,0,1805
0,0,0,0,0,1821
0,0,0,0,0,1838
0,-1,0,0,0,1857
0,0,0,0,0,1872
0,0,0,0,0,1889
0,0,0,0,0,1905
0,1,0,0,0,1921
0,0,0,0,0,1939
0,0,0,0,0,1957
0,1,0,0,0,1971
0,0,0,0,0,1988
0,2,0,0,0,2005
0,0,0,0,0,2021
0,0,0,0,0,2039
0,1,0,0,0,2054
0,0,0,0,0,2071
0,2,0,0,0,2092
0,0,0,0,0,2106
0,1,0,0,0,2122
0,0,0,0,0,2138
0,0,0,0,0,2159
0,0,0,0,0,2173
0,0,0,0,0,2188
0,0,0,0,0,2204
0,0,0,0,0,2220
0,0,0,0,0,2237
0,0,0,0,0,2253
0,0,0,0,0,2270
0,0,0,0,0,2287
0,0,0,0,0,2303
0,0,0,0,0,2320
0,0,0,0,0,2337
0,0,0,0,0,2353
0,0,0,0,0,2370
0,0,0,0,0,2387
0,0,0,0,0,2405
0,0,0,0,0,2422
0,0,0,0,0,2438
0,0,0,0,0,2454
0,0,0,0,0,2471
0,0,0,0,0,2487
0,0,0,0,0,2504
0,0,0,0,0,2520
0,0,0,0,0,2537
0,0,0,0,0,2554
0,0,0,0,0,2570
0,0,0,0,0,2587
0,0,0,0,0,2604
0,0,0,0,0,2620
0,0,0,0,0,2638
0,0,0,0,0,2654
0,0,0,0,0,2671
0,0,0,0,0,2687
0,0,0,0,0,2704
0,0,0,0,0,2721
0,0,0,0,0,2738
0,0,0,0,0,2754
0,0,0,0,0,2771
0,0,0,0,0,2787
0,0,0,0,0,2804
0,0,0,0,0,2820
0,0,0,0,0,2837
0,0,0,0,0,2854
0,0,0,0,0,2871
0,0,0,0,0,2888
0,0,0,0,0,2904
0,0,0,0,0,2921
0,0,0,0,0,2938
0,0,0,0,0,2954
0,0,0,0,0,2970
0,0,0,0,0,2988
0,0,0,0,0,3004
0,0,0,0,0,3021
0,0,0,0,0,3038
0,0,0,0,0,3054
