head_yaw,head_thrust,head_slip,reward_out,lick_in,ms_now
0,0,0,0,0,1
0,0,0,0,0,34
0,0,0,0,0,50
0,0,0,0,0,66
0,0,0,0,0,82
0,0,0,0,0,99
0,0,0,0,0,117
0,0,0,0,0,133
0,0,0,0,0,150
0,0,0,0,0,166
0,0,0,0,0,182
0,0,0,0,0,199
0,0,0,0,0,216
0,0,0,0,0,232
0,0,0,0,0,249
0,0,0,0,0,266
0,0,0,0,0,282
0,0,0,0,0,299
0,0,0,0,0,316
0,0,0,0,0,332
0,0,0,0,0,351
0,0,0,0,0,366
0,0,0,0,0,383
0,0,0,0,0,399
0,0,0,0,0,416
0,0,0,0,0,432
0,0,0,0,0,449
0,0,0,0,0,466
0,0,0,0,0,482
0,0,0,0,0,499
0,0,0,0,0,515
-1,10,0,0,0,534
3,1,0,0,0,550
20,-7,0,0,0,567
54,-16,0,0,0,583
21,-5,0,0,0,600
42,-7,0,0,0,616
49,-1,0,0,0,633
24,2,0,0,0,650
16,2,0,0,0,666
11,4,0,0,0,684
4,1,0,0,0,700
1,0,0,0,0,717
0,0,0,0,0,734
0,0,0,0,0,749
-4,-2,0,0,0,767
-10,-4,0,0,0,784
-10,-3,0,0,0,801
-5,-3,0,0,0,817
-1,0,0,0,0,833
-1,4,0,0,0,849
-1,19,0,0,0,866
-4,46,0,0,0,883
-1,17,0,0,0,899
-4,48,0,0,0,918
0,18,0,0,0,933
1,7,0,0,0,949
0,1,0,0,0,967
-2,-5,0,0,0,982
-4,-17,0,0,0,1000
-10,-44,0,0,0,1018
-2,-25,0,0,0,1034
0,-16,0,0,0,1050
0,-5,0,0,0,1066
0,-12,0,0,0,1082
1,-3,0,0,0,1099
-1,-6,0,0,0,1116
0,-2,0,0,0,1134
0,0,0,0,0,1149
0,0,0,0,0,1166
0,0,0,0,0,1182
0,0,0,0,0,1199
0,0,0,0,0,1216
0,0,0,0,0,1232
0,0,0,0,0,1249
0,0,0,0,0,1266
