head_yaw,head_thrust,head_slip,reward_out,lick_in,ms_now
0,0,0,0,0,2
0,0,0,0,0,40
0,0,0,0,0,50
0,0,0,0,0,65
0,0,0,0,0,84
0,0,0,0,0,101
0,0,0,0,0,117
0,0,0,0,0,135
0,0,0,0,0,151
0,0,0,0,0,166
0,0,0,0,0,183
0,0,0,0,0,199
0,0,0,0,0,216
0,0,0,0,0,233
0,0,0,0,0,250
0,0,0,0,0,266
0,0,0,0,0,283
0,0,0,0,0,300
0,0,0,0,0,316
0,0,0,0,0,334
0,0,0,0,0,350
0,0,0,0,0,366
0,0,0,0,0,383
0,0,0,0,0,401
0,0,0,0,0,416
0,0,0,0,0,433
0,0,0,0,0,450
0,0,0,0,0,466
0,0,0,0,0,484
0,0,0,0,0,500
0,0,0,0,0,516
0,0,0,0,0,532
0,0,0,0,0,550
0,0,0,0,0,567
0,0,0,0,0,585
0,0,0,0,0,600
0,0,0,0,0,616
0,0,0,0,0,633
0,0,0,0,0,650
0,0,0,0,0,667
0,0,0,0,0,683
0,0,0,0,0,700
0,0,0,0,0,717
0,0,0,0,0,733
0,0,0,0,0,750
0,0,0,0,0,766
0,0,0,0,0,783
0,0,0,0,0,800
0,0,0,0,0,817
0,0,0,0,0,833
0,0,0,0,0,850
0,0,0,0,0,866
0,0,0,0,0,884
0,0,0,0,0,900
0,0,0,0,0,917
0,0,0,0,0,933
0,0,0,0,0,951
0,0,0,0,0,966
0,0,0,0,0,983
0,0,0,0,0,1000
0,0,0,0,0,1017
0,0,0,0,0,1034
0,0,0,0,0,1050
0,0,0,0,0,1066
0,0,0,0,0,1083
0,0,0,0,0,1100
0,0,0,0,0,1117
0,0,0,0,0,1134
0,0,0,0,0,1151
0,0,0,0,0,1166
0,0,0,0,0,1184
0,0,0,0,0,1200
0,0,0,0,0,1216
0,0,0,0,0,1233
0,0,0,0,0,1250
0,0,0,0,0,1266
0,0,0,0,0,1284
0,0,0,0,0,1300
0,0,0,0,0,1317
0,0,0,0,0,1333
0,0,0,0,0,1350
0,0,0,0,0,1366
0,0,0,0,0,1383
0,0,0,0,0,1400
0,0,0,0,0,1418
0,0,0,0,0,1433
0,0,0,0,0,1450
0,0,0,0,0,1466
0,0,0,0,0,1483
0,0,0,0,0,1500
0,0,0,0,0,1515
0,0,0,0,0,1533
0,0,0,0,0,1549
0,0,0,0,0,1566
0,0,0,0,0,1583
0,0,0,0,0,1599
0,0,0,0,0,1616
0,0,0,0,0,1632
0,0,0,0,0,1649
0,0,0,0,0,1666
0,0,0,0,0,1683
0,0,0,0,0,1699
0,0,0,0,0,1716
0,0,0,0,0,1732
0,0,0,0,0,1749
0,0,0,0,0,1767
0,0,0,0,0,1784
0,0,0,0,0,1800
0,0,0,0,0,1816
0,0,0,0,0,1833
0,0,0,0,0,1850
0,0,0,0,0,1867
0,0,0,0,0,1883
0,0,0,0,0,1899
0,0,0,0,0,1916
0,0,0,0,0,1932
0,0,0,0,0,1951
0,0,0,0,0,1966
0,0,0,0,0,1983
0,0,0,0,0,1999
0,0,0,0,0,2017
0,0,0,0,0,2033
0,0,0,0,0,2049
0,0,0,0,0,2066
0,0,0,0,0,2083
0,0,0,0,0,2099
0,0,0,0,0,2116
0,0,0,0,0,2132
0,0,0,0,0,2149
0,0,0,0,0,2165
0,0,0,0,0,2182
0,0,0,0,0,2200
0,0,0,0,0,2217
0,0,0,0,0,2233
0,0,0,0,0,2249
0,0,0,0,0,2266
0,0,0,0,0,2283
0,0,0,0,0,2300
0,0,0,0,0,2316
0,0,0,0,0,2332
0,0,0,0,0,2349
0,0,0,0,0,2366
0,0,0,0,0,2383
0,0,0,0,0,2399
0,0,0,0,0,2415
0,0,0,0,0,2433
0,0,0,0,0,2450
0,0,0,0,0,2468
0,0,0,0,0,2483
0,0,0,0,0,2499
0,0,0,0,0,2516
0,0,0,0,0,2533
0,0,0,0,0,2550
0,0,0,0,0,2566
0,0,0,0,0,2583
0,0,0,0,0,2599
0,0,0,0,0,2616
0,0,0,0,0,2633
0,0,0,0,0,2649
0,0,0,0,0,2666
0,0,0,0,0,2683
0,0,0,0,0,2699
0,0,0,0,0,2717
0,0,0,0,0,2733
0,0,0,0,0,2750
0,0,0,0,0,2767
