head_yaw,head_thrust,head_slip,reward_out,lick_in,ms_now
0,0,0,0,0,1
0,0,0,0,0,35
0,0,0,0,0,42
0,0,0,0,0,58
0,0,0,0,0,74
0,0,0,0,0,92
0,0,0,0,0,109
0,0,0,0,0,125
0,0,0,0,0,142
0,0,0,0,0,158
0,0,0,0,0,175
0,0,0,0,0,191
0,0,0,0,0,208
0,0,0,0,0,225
0,0,0,0,0,242
0,0,0,0,0,258
0,0,0,0,0,274
0,0,0,0,0,291
0,0,0,0,0,308
0,0,0,0,0,324
0,0,0,0,0,342
0,0,0,0,0,360
0,0,0,0,0,375
0,0,0,0,0,391
0,0,0,0,0,409
0,0,0,0,0,425
0,0,0,0,0,441
0,0,0,0,0,459
0,0,0,0,0,475
0,0,0,0,0,491
0,0,0,0,0,508
0,0,0,0,0,525
0,0,0,0,0,541
0,0,0,0,0,558
0,0,0,0,0,574
0,0,0,0,0,591
0,0,0,0,0,608
0,0,0,0,0,625
0,0,0,0,0,642
0,0,0,0,0,658
0,1,0,0,0,674
0,3,0,0,0,693
0,1,0,0,0,709
0,2,0,0,0,726
0,1,0,0,0,742
0,2,0,0,0,759
0,1,0,0,0,775
0,1,0,0,0,792
0,0,0,0,0,809
0,1,0,0,0,826
0,0,0,0,0,844
0,1,0,0,0,860
0,0,0,0,0,881
0,0,0,0,0,894
0,0,0,0,0,910
0,0,0,0,0,926
0,1,0,0,0,943
0,0,0,0,0,959
0,1,0,0,0,975
0,0,0,0,0,993
0,0,0,0,0,1009
0,1,0,0,0,1025
0,0,0,0,0,1042
0,0,0,0,0,1059
0,0,0,0,0,1076
0,1,0,0,0,1093
0,0,0,0,0,1108
0,2,0,0,0,1125
0,0,0,0,0,1142
0,0,0,0,0,1159
0,0,0,0,0,1175
0,0,0,0,0,1192
0,0,0,0,0,1208
0,0,0,0,0,1224
0,0,0,0,0,1241
0,0,0,0,0,1257
0,0,0,0,0,1274
0,0,0,0,0,1293
0,0,0,0,0,1307
0,0,0,0,0,1324
0,0,0,0,0,1342
0,0,0,0,0,1360
0,0,0,0,0,1376
0,-2,0,0,0,1393
0,0,0,0,0,1408
0,0,0,0,0,1426
0,0,0,0,0,1443
0,0,0,0,0,1462
0,0,0,0,0,1475
0,-1,0,0,0,1492
0,0,0,0,0,1509
0,0,0,0,0,1525
0,0,0,0,0,1543
0,0,0,0,0,1559
0,-1,0,0,0,1576
0,0,0,0,0,1593
0,-1,0,0,0,1610
0,0,0,0,0,1626
0,-1,0,0,0,1644
0,-1,0,0,0,1658
0,-1,0,0,0,1676
0,-2,0,0,0,1692
0,-2,0,0,0,1708
0,-1,0,0,0,1725
0,-1,0,0,0,1743
0,-1,0,0,0,1759
0,-2,0,0,0,1783
0,-1,0,0,0,1794
0,0,0,0,0,1809
0,0,0,0,0,1826
