0,78,23,0.5,-0.69947,180,0,0,960468
0,13,6,0.5,-0.697715,180,0,0,960486
0,12,7,0.5,-0.696095,180,0,0,960503
0,11,8,0.5,-0.69461,180,0,0,960520
0,11,9,0.5,-0.693125,180,0,0,960541
0,25,17,0.5,-0.68975,180,0,0,960576
0,34,13,0.5,-0.68516,180,0,0,960603
0,24,10,0.5,-0.68192,180,0,0,960619
0,0,0,0.5,-0.68192,180,0,0,960628
0,2,4,0.5,-0.68165,180,0,0,960639
0,-2,4,0.5,-0.68192,180,0,0,960650
0,-10,4,0.5,-0.68327,180,0,0,960668
0,-15,3,0.5,-0.685295,180,0,0,960683
0,-20,3,0.5,-0.687995,180,0,0,960706
0,-20,3,0.5,-0.690695,180,0,0,960718
0,-21,3,0.5,-0.69353,180,0,0,960733
0,-22,3,0.5,-0.6965,180,0,0,960752
0,-18,3,0.5,-0.69893,180,0,0,960769
0,-18,2,0.5,-0.70136,180,0,0,960785
0,-15,2,0.5,-0.703385,180,0,0,960800
0,-10,3,0.5,-0.704735,180,0,0,960816
0,-4,2,0.5,-0.705275,180,0,0,960833
0,-1,2,0.5,-0.70541,180,0,0,960849
0,2,2,0.5,-0.70514,180,0,0,960866
0,4,2,0.5,-0.7046,180,0,0,960885
0,7,2,0.5,-0.703655,180,0,0,960902
0,5,2,0.5,-0.70298,180,0,0,960918
0,4,2,0.5,-0.70244,180,0,0,960933
0,2,1,0.5,-0.70217,180,0,0,960950
0,2,1,0.5,-0.7019,180,0,0,960966
0,0,1,0.5,-0.7019,180,0,0,960983
0,-3,0,0.5,-0.702305,180,0,0,961001
0,-3,1,0.5,-0.70271,180,0,0,961018
0,-2,2,0.5,-0.70298,180,0,0,961040
0,-1,4,0.5,-0.703115,180,0,0,961053
0,1,5,0.5,-0.70298,180,0,0,961067
0,2,5,0.5,-0.70271,180,0,0,961084
0,2,6,0.5,-0.70244,180,0,0,961104
0,1,5,0.5,-0.702305,180,0,0,961117
0,0,5,0.5,-0.702305,180,0,0,961133
0,-1,4,0.5,-0.70244,180,0,0,961151
0,-2,3,0.5,-0.70271,180,0,0,961167
0,-2,2,0.5,-0.70298,180,0,0,961182
0,-1,1,0.5,-0.703115,180,0,0,961201
0,-1,0,0.5,-0.70325,180,0,0,961216
0,-1,-2,0.5,-0.703385,180,0,0,961232
0,0,-3,0.5,-0.703385,180,0,0,961249
0,0,-3,0.5,-0.703385,180,0,0,961266
0,0,-4,0.5,-0.703385,180,0,0,961287
0,2,-2,0.5,-0.703115,180,0,0,961302
0,1,-1,0.5,-0.70298,180,0,0,961315
0,4,0,0.5,-0.70244,180,0,0,961333
0,3,2,0.5,-0.702035,180,0,0,961349
0,1,2,0.5,-0.7019,180,0,0,961366
0,0,2,0.5,-0.7019,180,0,0,961383
0,0,2,0.5,-0.7019,180,0,0,961399
0,-1,2,0.5,-0.702035,180,0,0,961416
0,-1,2,0.5,-0.70217,180,0,0,961433
0,-1,3,0.5,-0.702305,180,0,0,961451
0,-1,2,0.5,-0.70244,180,0,0,961466
0,0,2,0.5,-0.70244,180,0,0,961482
0,0,1,0.5,-0.70244,180,0,0,961501
0,0,0,0.5,-0.70244,180,0,0,961515
0,0,0,0.5,-0.70244,180,0,0,961532
0,0,0,0.5,-0.70244,180,0,0,961548
0,0,0,0.5,-0.70244,180,0,0,961565
0,-2,-2,0.5,-0.70271,180,0,0,961584
0,-2,-1,0.5,-0.70298,180,0,0,961599
0,-2,-1,0.5,-0.70325,180,0,0,961616
0,-4,-2,0.5,-0.70379,180,0,0,961633
0,-3,-2,0.5,-0.704195,180,0,0,961649
0,-2,-2,0.5,-0.704465,180,0,0,961666
0,-2,-2,0.5,-0.704735,180,0,0,961682
0,-2,-1,0.5,-0.705005,180,0,0,961699
0,-2,-3,0.5,-0.705275,180,0,0,961717
0,0,-1,0.5,-0.705275,180,0,0,961733
0,0,0,0.5,-0.705275,180,0,0,961749
