FrameCounts,blue_mean
1,62.991192187500005
2,70.1300453125
3,77.84315000000001
4,77.07425
5,76.1440609375
6,75.49499375
7,75.0715421875
8,75.02590000000001
9,75.1675390625
10,75.1141765625
11,75.11724375
12,75.3197234375
13,75.5429359375
14,75.46836093750001
15,75.3910125
16,75.510721875
17,75.4316859375
18,75.60016093750001
19,75.77815625000001
20,75.8530265625
21,75.8647296875
22,75.84273125
23,75.8500328125
24,75.7360046875
25,75.8086671875
26,75.95702187500001
27,76.0427109375
28,75.97913906250001
29,76.1695640625
30,76.26024062500001
31,76.26857968750001
32,76.18675625
33,76.27413750000001
34,76.34161875000001
35,76.3024328125
36,76.28631250000001
37,76.264834375
38,76.1781265625
39,76.146196875
40,76.051534375
41,76.1076734375
42,76.413165625
43,76.48820625
44,76.4027234375
45,76.544140625
46,76.59741406250001
47,76.3062421875
48,76.226434375
49,76.1099296875
50,76.14712187500001
51,76.2567359375
52,76.2465453125
53,76.3245453125
54,76.410965625
55,76.7027234375
56,76.513778125
57,76.38631562500001
58,76.16862031250001
59,76.1040203125
60,76.15016875
61,76.035578125
62,75.915940625
63,75.86865937500001
64,76.035521875
65,76.2404734375
66,76.3225984375
67,76.469996875
68,76.546228125
69,76.499490625
70,76.5466296875
71,76.455196875
72,76.396665625
73,76.47314531250001
74,76.5593046875
75,76.63535937500001
76,76.646
77,76.73982343750001
78,76.70060781250001
79,76.65483437500001
80,76.63022500000001
81,76.5545265625
82,76.5668640625
83,76.541171875
84,76.45533593750001
85,76.4498171875
86,76.52046250000001
87,76.60794687500001
88,76.69908906250001
89,76.973603125
90,76.9982046875
91,76.993678125
92,76.878940625
93,76.861415625
94,76.54349375000001
95,76.3272109375
96,76.2635234375
97,76.39779375
98,76.61597656250001
99,76.675165625
100,76.8531171875
101,76.80946875000001
102,76.7985359375
103,76.5576484375
104,82.885278125
105,83.7940421875
106,84.0714078125
107,84.19203593750001
108,83.3488453125
109,83.07113281250001
110,82.67854375
111,82.60648125
112,82.72622187500001
113,82.571178125
114,82.3585453125
115,82.54628125
116,82.52793125000001
117,82.4486859375
118,82.7598578125
119,82.85303125
120,82.8882234375
121,82.6094890625
