FrameCounts,blue_mean
1,2.77005625
2,5.0992359375000005
3,68.213896875
4,93.54176562500001
5,105.6545453125
6,100.41996093750001
7,100.3438296875
8,106.0638703125
9,106.17910625
10,101.17421875000001
11,101.5505
12,102.409103125
13,102.869259375
14,101.0833390625
15,102.21010625000001
16,102.09949531250001
17,102.16424375000001
18,101.9989140625
19,102.178465625
20,102.1707171875
21,101.9276953125
22,101.6734515625
23,103.05805156250001
24,103.7628578125
25,103.8797359375
26,104.156096875
27,104.2429875
28,102.584659375
29,101.57963125
30,101.1703609375
31,101.0987125
32,101.2157703125
33,102.19652500000001
34,102.48311562500001
35,102.71268125
36,102.80656093750001
37,102.91950468750001
38,103.7682671875
39,104.2281640625
40,104.7200359375
41,104.91150312500001
42,104.59846250000001
43,103.47375781250001
44,103.0072734375
45,102.60763750000001
46,102.37137187500001
47,102.200215625
48,101.60250937500001
49,101.56401562500001
50,101.53677031250001
51,101.87065625000001
52,102.111925
53,102.54175156250001
54,102.73181562500001
55,102.7877
56,102.823053125
57,102.901059375
58,102.97856875000001
59,102.82401875000001
60,102.6358203125
61,102.87560937500001
62,102.74880312500001
63,102.76083906250001
64,102.8466125
65,103.015928125
66,103.2250125
67,103.13998437500001
68,102.488684375
69,102.22637656250001
70,102.172921875
71,102.07562968750001
72,102.0652203125
73,102.13158750000001
74,102.23292656250001
75,102.07593125000001
76,102.465040625
77,102.685240625
78,103.20238437500001
79,103.2588125
80,103.6032078125
81,103.70234375000001
82,103.44675000000001
83,103.8227640625
84,104.0980953125
85,104.25379062500001
86,104.2325546875
87,104.20979375
88,103.6312609375
89,103.81541406250001
90,103.599209375
91,103.17094375
92,103.0216046875
93,102.59536406250001
94,102.31802656250001
95,102.6895609375
96,102.42979687500001
97,101.9440828125
98,102.31903906250001
99,102.499490625
100,102.876675
101,102.908315625
102,103.44063750000001
103,103.37390625
104,102.6796484375
105,102.55408750000001
106,102.656203125
107,102.66825
108,103.17036250000001
109,103.54860156250001
110,103.85985156250001
111,103.917703125
112,103.81813125000001
113,103.37655156250001
114,103.03572343750001
115,102.6750015625
116,103.088328125
117,103.312115625
118,103.11226875
119,103.1696703125
120,103.1611484375
121,103.0652078125
122,103.03632812500001
123,103.69684218750001
124,104.1804171875
125,104.277246875
126,104.375825
127,104.3053625
128,103.2975203125
129,102.86991718750001
130,102.572021875
131,102.64011875
132,102.832390625
133,103.9010953125
134,104.744359375
135,105.66904375
136,105.58514375
137,105.7344453125
138,105.392509375
139,105.6991578125
140,105.77476875
141,105.5758234375
142,105.4763375
143,105.011953125
144,104.863534375
145,104.63012656250001
146,104.66606875000001
147,104.1005671875
148,103.45712656250001
149,103.1389734375
150,103.09995781250001
151,102.9363078125
152,102.8149234375
153,110.1566875
154,115.5917359375
155,115.618959375
156,115.12449843750001
157,114.42555625
158,113.533378125
159,113.491878125
160,113.1853078125
161,112.842359375
162,112.79061250000001
163,112.54903750000001
164,112.3924515625
165,106.22038437500001
166,106.31460468750001
167,106.04121875
168,105.96502500000001
169,105.4799640625
170,105.3288765625
171,105.30056718750001
172,104.618453125
173,105.244303125
174,105.388425
175,105.035459375
176,105.12586875000001
177,105.122128125
178,105.23502031250001
179,105.2477234375
180,104.634825
181,104.62244687500001
182,104.67935
183,104.82925468750001
184,104.7073609375
185,104.25041250000001
186,104.1934046875
187,104.2034203125
188,104.1472375
189,103.931459375
190,104.03015625
191,104.13862656250001
192,103.6790125
193,103.95810312500001
194,104.2969625
195,104.1088234375
196,104.2254671875
197,104.74760937500001
198,104.58872500000001
199,103.92552656250001
200,103.5629875
201,103.306690625
202,103.2902390625
203,102.9483203125
204,102.7994421875
205,102.9798796875
206,103.0214140625
207,103.0908140625
208,102.6676203125
209,102.33624375000001
210,102.07938750000001
211,102.04152031250001
212,102.1697890625
213,102.714875
214,102.39242812500001
215,103.0963078125
216,103.3626078125
217,103.37353125
218,103.16115625
219,103.133628125
220,102.89529531250001
221,102.52654843750001
222,102.4804828125
223,102.2261828125
224,102.04838906250001
225,102.005909375
226,102.09565156250001
227,102.25421406250001
228,102.47771875000001
229,102.660184375
230,103.3112421875
231,103.3611046875
232,103.29035
233,103.509709375
234,103.7772765625
235,104.02425781250001
236,103.48833437500001
237,103.59510625
238,103.43965
239,103.1520515625
240,103.0723109375
241,103.35184843750001
242,102.76585625
243,102.24120937500001
244,101.9822046875
245,101.69299062500001
246,101.68726562500001
247,101.97692500000001
248,102.35504531250001
249,103.0399359375
250,103.05168593750001
251,103.18889687500001
252,103.134171875
253,103.65741875
254,103.740215625
255,104.20150625000001
256,104.31972031250001
257,104.5193515625
258,104.61130625
259,104.6605359375
260,104.41224062500001
261,104.3085296875
262,104.2760375
263,104.5653125
264,104.2103125
265,104.1097015625
266,103.8946859375
267,103.84358593750001
268,104.15770937500001
269,104.38307656250001
270,104.6239
271,104.6150109375
272,105.03918593750001
273,104.60576875000001
274,104.3859765625
275,103.73060000000001
276,103.86242968750001
277,103.700646875
278,103.97655312500001
279,104.1575984375
280,104.06917968750001
281,104.166459375
282,104.10636875
283,103.3395015625
284,103.4111078125
285,103.53483750000001
286,103.4909921875
287,103.537665625
288,103.715040625
289,103.5767265625
