head_yaw,head_thrust,head_slip,current_condition,loom_cur_distance,ms_now
0,15,0,0,20,60710
0,0,0,0,20,60719
0,2,0,0,20,60728
0,3,0,0,20,60743
0,0,0,0,20,60760
0,6,0,0,20,60776
0,3,0,0,20,60796
0,3,0,0,20,60810
0,2,0,0,20,60826
0,2,0,0,20,60843
0,3,0,0,20,60860
0,3,0,0,20,60877
0,3,0,0,20,60894
0,3,0,0,20,60912
0,3,0,0,20,60927
0,3,0,0,20,60944
0,2,0,0,20,60960
0,3,0,0,20,60977
0,3,0,0,20,60993
0,3,0,0,20,61010
0,3,0,0,20,61028
0,3,0,0,20,61043
0,3,0,0,20,61060
0,2,0,0,20,61077
0,6,0,0,20,61093
0,3,0,0,20,61110
0,3,0,0,20,61126
0,3,0,0,20,61143
0,0,0,0,20,61160
0,6,0,0,20,61176
0,3,0,0,20,61193
0,3,0,0,20,61211
0,3,0,0,20,61226
0,3,0,0,20,61244
0,3,0,0,20,61259
0,2,0,0,20,61276
0,3,0,0,20,61293
0,3,0,0,20,61309
0,2,0,0,20,61327
0,3,0,0,20,61343
0,2,0,0,20,61360
0,3,0,0,20,61377
0,3,0,0,20,61394
0,4,0,0,20,61411
0,1,0,0,20,61428
0,2,0,0,20,61444
0,5,0,0,20,61461
0,7,0,0,20,61476
0,17,0,0,20,61499
0,3,0,0,20,61510
0,3,0,0,20,61526
0,3,0,0,20,61545
0,2,0,0,20,61559
0,3,0,0,20,61577
0,3,0,0,20,61592
0,3,0,0,20,61609
0,3,0,0,20,61626
0,3,0,0,20,61642
0,3,0,0,20,61659
0,3,0,0,20,61676
0,3,0,0,20,61694
0,3,0,0,20,61709
0,3,0,0,20,61726
0,1,0,0,20,61743
0,2,0,0,20,61760
0,5,0,0,20,61776
0,8,0,0,20,61792
0,10,0,0,20,61809
0,3,0,0,20,61826
0,3,0,0,20,61842
0,3,0,0,20,61859
0,3,0,0,20,61876
0,6,0,0,20,61893
0,3,0,0,20,61909
0,3,0,0,20,61926
0,3,0,0,20,61942
0,3,0,0,20,61959
0,3,0,0,20,61976
0,3,0,0,20,61992
0,0,0,0,20,62009
0,3,0,0,20,62027
0,3,0,0,20,62042
0,3,0,0,20,62059
0,3,0,0,20,62076
0,2,0,0,20,62092
0,12,0,0,20,62109
0,13,0,0,20,62126
0,4,0,0,20,62142
0,3,0,0,20,62159
0,3,0,0,20,62176
0,3,0,0,20,62193
0,3,0,0,20,62209
0,3,0,0,20,62226
0,3,0,0,20,62242
0,3,0,0,20,62259
0,6,0,0,20,62277
0,3,0,0,20,62293
0,3,0,0,20,62309
0,3,0,0,20,62326
0,3,0,0,20,62342
0,3,0,0,20,62359
0,3,0,0,20,62376
0,3,0,0,20,62393
0,3,0,0,20,62409
0,2,0,0,20,62426
0,3,0,0,20,62443
0,3,0,0,20,62460
0,3,0,0,20,62476
0,3,0,0,20,62498
0,3,0,0,20,62510
0,3,0,0,20,62526
0,3,0,0,20,62543
0,3,0,0,20,62559
0,3,0,0,20,62576
0,3,0,0,20,62592
0,3,0,0,20,62609
0,2,0,0,20,62626
0,3,0,0,20,62642
0,3,0,0,20,62659
0,3,0,0,20,62676
0,6,0,0,20,62692
0,3,0,0,20,62709
0,3,0,0,20,62726
0,3,0,0,20,62742
0,3,0,0,20,62759
0,3,0,0,20,62776
0,3,0,0,20,62792
0,3,0,0,20,62810
0,2,0,0,20,62826
0,3,0,0,20,62844
0,3,0,0,20,62859
0,3,0,0,20,62876
0,3,0,0,20,62893
0,2,0,0,20,62909
0,3,0,0,20,62926
0,3,0,0,20,62943
0,3,0,0,20,62959
0,3,0,0,20,62976
0,3,0,0,20,62992
0,3,0,0,20,63009
0,3,0,0,20,63026
0,3,0,0,20,63042
0,2,0,0,20,63059
0,3,0,0,20,63077
0,5,0,0,20,63092
0,3,0,0,20,63110
0,2,0,0,20,63126
0,4,0,0,20,63142
0,3,0,0,20,63159
0,3,0,0,20,63176
0,3,0,0,20,63192
0,2,0,0,20,63210
0,3,0,0,20,63226
0,3,0,0,20,63242
0,3,0,0,20,63259
0,3,0,0,20,63276
0,3,0,0,20,63293
0,3,0,0,20,63309
0,3,0,0,20,63326
0,3,0,0,20,63344
0,3,0,0,20,63359
0,3,0,0,20,63376
0,3,0,0,20,63393
0,3,0,0,20,63409
0,3,0,0,20,63427
0,3,0,0,20,63443
0,3,0,0,20,63460
0,3,0,0,20,63476
0,6,0,0,20,63498
0,3,0,0,20,63510
0,2,0,0,20,63526
0,3,0,0,20,63542
0,3,0,0,20,63559
0,0,0,0,20,63576
0,6,0,0,20,63592
0,2,0,0,20,63609
0,3,0,0,20,63626
0,3,0,0,20,63642
0,3,0,0,20,63659
0,3,0,0,20,63676
0,3,0,0,20,63692
0,3,0,0,20,63709
0,3,0,0,20,63726
0,3,0,0,20,63742
0,3,0,0,20,63759
0,3,0,0,20,63776
0,3,0,0,20,63792
0,3,0,0,20,63810
0,3,0,0,20,63826
0,3,0,0,20,63843
0,3,0,0,20,63859
0,2,0,0,20,63876
0,6,0,0,20,63893
0,3,0,0,20,63909
0,3,0,0,20,63926
0,3,0,0,20,63942
0,3,0,0,20,63959
0,3,0,0,20,63976
0,3,0,0,20,63992
0,3,0,0,20,64009
0,3,0,0,20,64026
0,3,0,0,20,64043
0,3,0,0,20,64059
0,3,0,0,20,64076
0,3,0,0,20,64092
0,3,0,0,20,64109
0,3,0,0,20,64126
0,3,0,0,20,64142
0,3,0,0,20,64159
0,3,0,0,20,64176
0,3,0,0,20,64192
0,2,0,0,20,64209
0,3,0,0,20,64226
0,2,0,0,20,64242
0,3,0,0,20,64259
0,3,0,0,20,64276
0,3,0,0,20,64293
0,-3,0,0,20,64309
0,-5,0,0,20,64326
0,-6,0,0,20,64343
0,-6,0,0,20,64359
0,-4,0,0,20,64376
0,0,0,0,20,64392
0,3,0,0,20,64410
0,0,0,0,20,64426
0,0,0,0,20,64442
0,0,0,0,20,64460
0,0,0,0,20,64475
0,0,0,0,20,64492
0,0,0,0,20,64509
0,0,0,0,20,64526
0,0,0,0,20,64542
0,3,0,0,20,64559
0,5,0,0,20,64576
0,6,0,0,20,64592
0,7,0,0,20,64609
0,8,0,0,20,64626
0,8,0,0,20,64642
0,8,0,0,20,64660
0,8,0,0,20,64676
0,8,0,0,20,64692
0,9,0,0,20,64709
0,8,0,0,20,64726
0,3,0,0,20,64742
0,3,0,0,20,64759
0,3,0,0,20,64776
0,3,0,0,20,64792
0,3,0,0,20,64809
0,3,0,0,20,64826
0,3,0,0,20,64843
0,3,0,0,20,64859
0,3,0,0,20,64876
0,1,0,0,20,64893
0,2,0,0,20,64909
0,5,0,0,20,64926
0,6,0,0,20,64942
0,7,0,0,20,64959
0,3,0,0,20,64976
0,3,0,0,20,64992
0,3,0,0,20,65009
0,3,0,0,20,65026
0,2,0,0,20,65042
0,2,0,0,20,65059
0,4,0,0,20,65076
0,3,0,0,20,65092
0,5,0,0,20,65109
0,2,0,0,20,65126
0,3,0,0,20,65142
0,3,0,0,20,65160
0,-1,0,0,20,65176
0,-4,0,0,20,65193
0,-8,0,0,20,65209
0,-10,0,0,20,65227
0,-3,0,0,20,65242
0,-3,0,0,20,65259
0,-3,0,0,20,65276
0,-3,0,0,20,65293
0,0,0,0,20,65309
0,3,0,0,20,65327
0,6,0,0,20,65343
0,8,0,0,20,65359
0,10,0,0,20,65377
0,11,0,0,20,65393
0,13,0,0,20,65411
0,14,0,0,20,65427
0,14,0,0,20,65443
0,8,0,0,20,65459
0,3,0,0,20,65476
0,3,0,0,20,65492
0,3,0,0,20,65510
