head_yaw,head_thrust,head_slip,head_x,head_z,head_yaw_angle,reward_out,lick_in,loom_cur_distance,ms_now
0,-2,0,0.5,0.05481,180,0,0,20,2303
0,0,0,0.5,0.05481,180,0,0,20,2319
0,0,0,0.5,0.05481,180,0,0,20,2336
0,0,0,0.5,0.05481,180,0,0,20,2352
0,0,0,0.5,0.05481,180,0,0,20,2369
0,-1,0,0.5,0.054675,180,0,0,20,2386
0,0,0,0.5,0.054675,180,0,0,20,2402
0,-4,0,0.5,0.054135,180,0,0,20,2420
0,-3,0,0.5,0.05373,180,0,0,20,2436
0,-3,0,0.5,0.053325,180,0,0,20,2453
-2,-5,0,0.5,0.05265,180,0,0,20,2469
0,-4,0,0.5,0.05211,180,0,0,20,2486
-1,-5,0,0.5,0.051435,180,0,0,20,2503
-1,-10,0,0.5,0.050085,180,0,0,20,2519
-1,-9,0,0.5,0.04887,180,0,0,20,2537
-2,-17,0,0.5,0.046575,180,0,0,20,2553
-2,-11,0,0.5,0.04509,180,0,0,20,2569
-1,-10,0,0.5,0.04374,180,0,0,20,2586
-3,-15,0,0.5,0.041715,180,0,0,20,2603
-1,-9,0,0.5,0.0405,180,0,0,20,2619
-1,-10,0,0.5,0.03915,180,0,0,20,2637
-1,-3,0,0.5,0.038745,180,0,0,20,2653
0,-5,0,0.5,0.03807,180,0,0,20,2670
-1,-3,0,0.5,0.037665,180,0,0,20,2686
0,-1,0,0.5,0.03753,180,0,0,20,2703
0,-1,0,0.5,0.037395,180,0,0,20,2719
0,0,0,0.5,0.037395,180,0,0,20,2736
0,0,0,0.5,0.037395,180,0,0,20,2752
0,0,0,0.5,0.037395,180,0,0,20,2769
0,0,0,0.5,0.037395,180,0,0,20,2785
0,0,0,0.5,0.037395,180,0,0,20,2802
-1,-2,0,0.5,0.037125,180,0,0,20,2820
0,-1,0,0.5,0.03699,180,0,0,20,2836
-2,-3,0,0.5,0.036585,180,0,0,20,2854
0,0,0,0.5,0.036585,180,0,0,20,2869
0,0,0,0.5,0.036585,180,0,0,20,2886
0,0,0,0.5,0.036585,180,0,0,20,2902
0,0,0,0.5,0.036585,180,0,0,20,2919
0,0,0,0.5,0.036585,180,0,0,20,2936
0,0,0,0.5,0.036585,180,0,0,20,2952
0,0,0,0.5,0.036585,180,0,0,20,2969
0,0,0,0.5,0.036585,180,0,0,20,2986
0,0,0,0.5,0.036585,180,0,0,20,3002
0,-1,0,0.5,0.03645,180,0,0,20,3019
-2,-5,0,0.5,0.035775,180,0,0,20,3037
0,-7,0,0.5,0.03483,180,0,0,20,3053
-1,-11,0,0.5,0.033345,180,0,0,20,3070
-1,-9,0,0.5,0.03213,180,0,0,20,3086
0,-8,0,0.5,0.03105,180,0,0,20,3103
-1,-12,0,0.5,0.02943,180,0,0,20,3119
0,-8,0,0.5,0.02835,180,0,0,20,3137
0,-7,0,0.5,0.027405,180,0,0,20,3153
0,-14,0,0.5,0.025515,180,0,0,20,3170
0,-11,0,0.5,0.02403,180,0,0,20,3189
-1,-6,0,0.5,0.02322,180,0,0,20,3203
-1,-6,0,0.5,0.02241,180,0,0,20,3220
0,-4,0,0.5,0.02187,180,0,0,20,3236
-1,-6,0,0.5,0.02106,180,0,0,20,3253
0,-2,0,0.5,0.02079,180,0,0,20,3269
0,-1,0,0.5,0.020655,180,0,0,20,3286
0,0,0,0.5,0.020655,180,0,0,20,3302
0,0,0,0.5,0.020655,180,0,0,20,3319
0,0,0,0.5,0.020655,180,0,0,20,3336
0,-4,0,0.5,0.020115,180,0,0,20,3353
0,0,0,0.5,0.020115,180,0,0,20,3369
0,0,0,0.5,0.020115,180,0,0,20,3386
0,0,0,0.5,0.020115,180,0,0,20,3402
0,0,0,0.5,0.020115,180,0,0,20,3419
0,0,0,0.5,0.020115,180,0,0,20,3436
0,0,0,0.5,0.020115,180,0,0,20,3452
0,0,0,0.5,0.020115,180,0,0,20,3469
0,0,0,0.5,0.020115,180,0,0,20,3486
0,0,0,0.5,0.020115,180,0,0,20,3503
0,0,0,0.5,0.020115,180,0,0,20,3519
0,0,0,0.5,0.020115,180,0,0,20,3536
0,0,0,0.5,0.020115,180,0,0,20,3552
0,0,0,0.5,0.020115,180,0,0,20,3569
0,0,0,0.5,0.020115,180,0,0,20,3586
0,0,0,0.5,0.020115,180,0,0,20,3602
0,0,0,0.5,0.020115,180,0,0,20,3619
0,0,0,0.5,0.020115,180,0,0,20,3636
0,0,0,0.5,0.020115,180,0,0,20,3652
0,0,0,0.5,0.020115,180,0,0,20,3670
0,0,0,0.5,0.020115,180,0,0,20,3686
0,0,0,0.5,0.020115,180,0,0,20,3703
0,0,0,0.5,0.020115,180,0,0,20,3719
0,0,0,0.5,0.020115,180,0,0,20,3736
0,0,0,0.5,0.020115,180,0,0,20,3753
0,0,0,0.5,0.020115,180,0,0,20,3769
0,4,0,0.5,0.020655,180,0,0,20,3786
-1,13,0,0.5,0.02241,180,0,0,20,3803
0,9,0,0.5,0.023625,180,0,0,20,3819
-1,10,0,0.5,0.024975,180,0,0,20,3837
0,14,0,0.5,0.026865,180,0,0,20,3853
0,8,0,0.5,0.027945,180,0,0,20,3870
0,10,0,0.5,0.029295,180,0,0,20,3887
-1,7,0,0.5,0.03024,180,0,0,20,3903
0,5,0,0.5,0.030915,180,0,0,20,3920
-1,4,0,0.5,0.031455,180,0,0,20,3936
0,1,0,0.5,0.03159,180,0,0,20,3953
0,1,0,0.5,0.031725,180,0,0,20,3969
0,1,0,0.5,0.03186,180,0,0,20,3986
0,0,0,0.5,0.03186,180,0,0,20,4003
0,0,0,0.5,0.03186,180,0,0,20,4019
0,0,0,0.5,0.03186,180,0,0,20,4036
0,0,0,0.5,0.03186,180,0,0,20,4052
0,0,0,0.5,0.03186,180,0,0,20,4069
0,0,0,0.5,0.03186,180,0,0,20,4086
0,0,0,0.5,0.03186,180,0,0,20,4102
0,0,0,0.5,0.03186,180,0,0,20,4119
0,0,0,0.5,0.03186,180,0,0,20,4136
0,0,0,0.5,0.03186,180,0,0,20,4153
0,0,0,0.5,0.03186,180,0,0,20,4169
0,0,0,0.5,0.03186,180,0,0,20,4187
0,0,0,0.5,0.03186,180,0,0,20,4202
0,0,0,0.5,0.03186,180,0,0,20,4219
0,0,0,0.5,0.03186,180,0,0,20,4237
0,0,0,0.5,0.03186,180,0,0,20,4252
0,0,0,0.5,0.03186,180,0,0,20,4270
0,0,0,0.5,0.03186,180,0,0,20,4286
0,0,0,0.5,0.03186,180,0,0,20,4303
0,0,0,0.5,0.03186,180,0,0,20,4320
0,0,0,0.5,0.03186,180,0,0,20,4336
0,0,0,0.5,0.03186,180,0,0,20,4352
0,0,0,0.5,0.03186,180,0,0,20,4369
0,0,0,0.5,0.03186,180,0,0,20,4386
0,0,0,0.5,0.03186,180,0,0,20,4403
0,0,0,0.5,0.03186,180,0,0,20,4419
0,0,0,0.5,0.03186,180,0,0,20,4436
0,0,0,0.5,0.03186,180,0,0,20,4453
0,0,0,0.5,0.03186,180,0,0,20,4469
0,0,0,0.5,0.03186,180,0,0,20,4486
0,0,0,0.5,0.03186,180,0,0,20,4502
0,0,0,0.5,0.03186,180,0,0,20,4519
0,0,0,0.5,0.03186,180,0,0,20,4535
0,0,0,0.5,0.03186,180,0,0,20,4552
0,0,0,0.5,0.03186,180,0,0,20,4568
0,0,0,0.5,0.03186,180,0,0,20,4585
0,0,0,0.5,0.03186,180,0,0,20,4602
0,0,0,0.5,0.03186,180,0,0,20,4619
0,0,0,0.5,0.03186,180,0,0,20,4636
0,0,0,0.5,0.03186,180,0,0,20,4652
0,0,0,0.5,0.03186,180,0,0,20,4669
0,0,0,0.5,0.03186,180,0,0,20,4685
0,0,0,0.5,0.03186,180,0,0,20,4703
0,0,0,0.5,0.03186,180,0,0,20,4719
0,0,0,0.5,0.03186,180,0,0,20,4736
0,0,0,0.5,0.03186,180,0,0,20,4752
0,0,0,0.5,0.03186,180,0,0,20,4769
0,0,0,0.5,0.03186,180,0,0,20,4786
0,0,0,0.5,0.03186,180,0,0,20,4802
0,0,0,0.5,0.03186,180,0,0,20,4819
0,1,0,0.5,0.031995,180,0,0,20,4836
-1,1,0,0.5,0.03213,180,0,0,20,4853
1,3,0,0.5,0.032535,180,0,0,20,4870
-1,2,0,0.5,0.032805,180,0,0,20,4886
1,2,0,0.5,0.033075,180,0,0,20,4903
0,7,0,0.5,0.03402,180,0,0,20,4919
0,4,0,0.5,0.03456,180,0,0,20,4937
0,4,0,0.5,0.0351,180,0,0,20,4953
1,3,0,0.5,0.035505,180,0,0,20,4969
0,2,0,0.5,0.035775,180,0,0,20,4986
0,3,0,0.5,0.03618,180,0,0,20,5003
0,3,0,0.5,0.036585,180,0,0,20,5019
0,3,0,0.5,0.03699,180,0,0,20,5036
0,8,0,0.5,0.03807,180,0,0,20,5053
0,6,0,0.5,0.03888,180,0,0,20,5069
1,9,0,0.5,0.040095,180,0,0,20,5086
0,6,0,0.5,0.040905,180,0,0,20,5103
1,4,0,0.5,0.041445,180,0,0,20,5120
0,7,0,0.5,0.04239,180,0,0,20,5136
1,3,0,0.5,0.042795,180,0,0,20,5152
1,8,0,0.5,0.043875,180,0,0,20,5170
1,4,0,0.5,0.044415,180,0,0,20,5186
0,4,0,0.5,0.044955,180,0,0,20,5203
1,5,0,0.5,0.04563,180,0,0,20,5219
1,3,0,0.5,0.046035,180,0,0,20,5238
0,2,0,0.5,0.046305,180,0,0,20,5253
0,1,0,0.5,0.04644,180,0,0,20,5270
0,1,0,0.5,0.046575,180,0,0,20,5287
0,2,0,0.5,0.046845,180,0,0,20,5303
1,4,0,0.5,0.047385,180,0,0,20,5319
0,2,0,0.5,0.047655,180,0,0,20,5336
1,3,0,0.5,0.04806,180,0,0,20,5353
0,2,0,0.5,0.04833,180,0,0,20,5370
0,3,0,0.5,0.048735,180,0,0,20,5386
0,3,0,0.5,0.04914,180,0,0,20,5403
0,2,0,0.5,0.04941,180,0,0,20,5419
1,5,0,0.5,0.050085,180,0,0,20,5436
0,3,0,0.5,0.05049,180,0,0,20,5453
0,4,0,0.5,0.05103,180,0,0,20,5471
0,1,0,0.5,0.051165,180,0,0,20,5486
0,2,0,0.5,0.051435,180,0,0,20,5502
0,0,0,0.5,0.051435,180,0,0,20,5519
0,0,0,0.5,0.051435,180,0,0,20,5536
0,0,0,0.5,0.051435,180,0,0,20,5552
0,0,0,0.5,0.051435,180,0,0,20,5569
0,0,0,0.5,0.051435,180,0,0,20,5586
0,0,0,0.5,0.051435,180,0,0,20,5602
0,0,0,0.5,0.051435,180,0,0,20,5619
0,0,0,0.5,0.051435,180,0,0,20,5636
0,0,0,0.5,0.051435,180,0,0,20,5652
0,0,0,0.5,0.051435,180,0,0,20,5669
0,0,0,0.5,0.051435,180,0,0,20,5686
0,0,0,0.5,0.051435,180,0,0,20,5702
0,0,0,0.5,0.051435,180,0,0,20,5719
0,0,0,0.5,0.051435,180,0,0,20,5736
0,0,0,0.5,0.051435,180,0,0,20,5752
0,0,0,0.5,0.051435,180,0,0,20,5769
0,0,0,0.5,0.051435,180,0,0,20,5786
0,0,0,0.5,0.051435,180,0,0,20,5802
0,0,0,0.5,0.051435,180,0,0,20,5819
0,0,0,0.5,0.051435,180,0,0,20,5836
0,0,0,0.5,0.051435,180,0,0,20,5853
0,0,0,0.5,0.051435,180,0,0,20,5870
0,0,0,0.5,0.051435,180,0,0,20,5888
0,0,0,0.5,0.051435,180,0,0,19.583333,5905
0,0,0,0.5,0.051435,180,0,0,19.166667,5919
0,0,0,0.5,0.051435,180,0,0,18.75,5936
0,0,0,0.5,0.051435,180,0,0,18.333333,5952
0,0,0,0.5,0.051435,180,0,0,17.916667,5969
0,0,0,0.5,0.051435,180,0,0,17.5,5986
0,0,0,0.5,0.051435,180,0,0,17.083333,6003
0,0,0,0.5,0.051435,180,0,0,16.666667,6020
0,0,0,0.5,0.051435,180,0,0,16.25,6036
0,0,0,0.5,0.051435,180,0,0,15.833333,6052
0,0,0,0.5,0.051435,180,0,0,15.416667,6069
0,0,0,0.5,0.051435,180,0,0,15,6086
0,0,0,0.5,0.051435,180,0,0,14.583333,6103
0,0,0,0.5,0.051435,180,0,0,14.166667,6119
0,0,0,0.5,0.051435,180,0,0,13.75,6136
0,0,0,0.5,0.051435,180,0,0,13.333333,6153
0,0,0,0.5,0.051435,180,0,0,12.916667,6170
0,0,0,0.5,0.051435,180,0,0,12.5,6187
0,0,0,0.5,0.051435,180,0,0,12.083333,6203
0,0,0,0.5,0.051435,180,0,0,11.666667,6219
0,0,0,0.5,0.051435,180,0,0,11.25,6237
0,0,0,0.5,0.051435,180,0,0,10.833333,6252
0,0,0,0.5,0.051435,180,0,0,10.416667,6269
0,0,0,0.5,0.051435,180,0,0,10,6286
0,0,0,0.5,0.051435,180,0,0,9.583333,6303
0,0,0,0.5,0.051435,180,0,0,9.166667,6319
0,0,0,0.5,0.051435,180,0,0,8.75,6336
0,0,0,0.5,0.051435,180,0,0,8.333333,6353
0,0,0,0.5,0.051435,180,0,0,7.916667,6369
0,0,0,0.5,0.051435,180,0,0,7.5,6386
0,0,0,0.5,0.051435,180,0,0,7.083333,6403
0,0,0,0.5,0.051435,180,0,0,6.666667,6419
0,0,0,0.5,0.051435,180,0,0,6.25,6436
0,0,0,0.5,0.051435,180,0,0,5.833333,6453
0,0,0,0.5,0.051435,180,0,0,5.416667,6469
0,0,0,0.5,0.051435,180,0,0,5,6486
0,0,0,0.5,0.051435,180,0,0,4.583333,6502
0,0,0,0.5,0.051435,180,0,0,4.166667,6519
0,0,0,0.5,0.051435,180,0,0,3.75,6536
0,0,0,0.5,0.051435,180,0,0,3.333333,6553
0,0,0,0.5,0.051435,180,0,0,2.916667,6569
0,0,0,0.5,0.051435,180,0,0,2.5,6586
0,0,0,0.5,0.051435,180,0,0,2.083333,6603
0,0,0,0.5,0.051435,180,0,0,1.666667,6619
0,0,0,0.5,0.051435,180,0,0,1.25,6636
0,0,0,0.5,0.051435,180,0,0,0.833333,6653
0,0,0,0.5,0.051435,180,0,0,0.5774,6669
0,0,0,0.5,0.051435,180,0,0,0.5774,6686
0,0,0,0.5,0.051435,180,0,0,0.5774,6703
0,0,0,0.5,0.051435,180,0,0,0.5774,6719
0,0,0,0.5,0.051435,180,0,0,0.5774,6736
0,0,0,0.5,0.051435,180,0,0,0.5774,6752
0,0,0,0.5,0.051435,180,0,0,0.5774,6769
0,0,0,0.5,0.051435,180,0,0,0.5774,6786
0,0,0,0.5,0.051435,180,0,0,0.5774,6802
0,0,0,0.5,0.051435,180,0,0,0.5774,6819
0,0,0,0.5,0.051435,180,0,0,0.5774,6836
0,0,0,0.5,0.051435,180,0,0,0.5774,6852
0,0,0,0.5,0.051435,180,0,0,0.5774,6869
0,0,0,0.5,0.051435,180,0,0,0.5774,6885
0,0,0,0.5,0.051435,180,0,0,0.5774,6902
0,0,0,0.5,0.051435,180,0,0,0.5774,6919
0,0,0,0.5,0.051435,180,0,0,0.5774,6936
0,0,0,0.5,0.051435,180,0,0,0.5774,6952
0,0,0,0.5,0.051435,180,0,0,0.5774,6969
0,0,0,0.5,0.051435,180,0,0,0.5774,6986
0,0,0,0.5,0.051435,180,0,0,0.5774,7003
0,0,0,0.5,0.051435,180,0,0,0.5774,7019
0,0,0,0.5,0.051435,180,0,0,0.5774,7036
0,0,0,0.5,0.051435,180,0,0,0.5774,7052
0,0,0,0.5,0.051435,180,0,0,0.5774,7069
0,0,0,0.5,0.051435,180,0,0,0.5774,7086
0,0,0,0.5,0.051435,180,0,0,0.5774,7102
0,0,0,0.5,0.051435,180,0,0,0.5774,7119
0,0,0,0.5,0.051435,180,0,0,0.5774,7136
0,0,0,0.5,0.051435,180,0,0,0.5774,7153
0,0,0,0.5,0.051435,180,0,0,0.5774,7169
0,0,0,0.5,0.051435,180,0,0,0.5774,7186
0,0,0,0.5,0.051435,180,0,0,0.5774,7203
0,0,0,0.5,0.051435,180,0,0,0.5774,7218
0,0,0,0.5,0.051435,180,0,0,0.5774,7237
0,0,0,0.5,0.051435,180,0,0,0.5774,7253
0,0,0,0.5,0.051435,180,0,0,0.5774,7269
0,0,0,0.5,0.051435,180,0,0,0.5774,7286
0,0,0,0.5,0.051435,180,0,0,0.5774,7302
0,0,0,0.5,0.051435,180,0,0,0.5774,7319
0,0,0,0.5,0.051435,180,0,0,0.5774,7336
0,0,0,0.5,0.051435,180,0,0,0.5774,7352
0,0,0,0.5,0.051435,180,0,0,0.5774,7369
0,0,0,0.5,0.051435,180,0,0,0.5774,7386
0,0,0,0.5,0.051435,180,0,0,0.5774,7402
0,0,0,0.5,0.051435,180,0,0,0.5774,7419
0,0,0,0.5,0.051435,180,0,0,0.5774,7436
0,0,0,0.5,0.051435,180,0,0,0.5774,7453
0,0,0,0.5,0.051435,180,0,0,0.5774,7469
0,0,0,0.5,0.051435,180,0,0,0.5774,7486
0,0,0,0.5,0.051435,180,0,0,0.5774,7502
0,0,0,0.5,0.051435,180,0,0,0.5774,7519
0,0,0,0.5,0.051435,180,0,0,0.5774,7536
0,0,0,0.5,0.051435,180,0,0,0.5774,7552
0,0,0,0.5,0.051435,180,0,0,0.5774,7569
0,0,0,0.5,0.051435,180,0,0,0.5774,7586
0,0,0,0.5,0.051435,180,0,0,0.5774,7603
0,0,0,0.5,0.051435,180,0,0,0.5774,7619
0,0,0,0.5,0.051435,180,0,0,0.5774,7636
0,0,0,0.5,0.051435,180,0,0,0.5774,7652
0,0,0,0.5,0.051435,180,0,0,0.5774,7669
0,0,0,0.5,0.051435,180,0,0,0.5774,7686
0,0,0,0.5,0.051435,180,0,0,0.5774,7703
0,0,0,0.5,0.051435,180,0,0,0.5774,7720
0,0,0,0.5,0.051435,180,0,0,0.5774,7736
0,0,0,0.5,0.051435,180,0,0,0.5774,7752
0,0,0,0.5,0.051435,180,0,0,0.5774,7770
0,0,0,0.5,0.051435,180,0,0,0.5774,7787
0,0,0,0.5,0.051435,180,0,0,0.5774,7802
0,0,0,0.5,0.051435,180,0,0,0.5774,7820
0,0,0,0.5,0.051435,180,0,0,0.5774,7836
0,0,0,0.5,0.051435,180,0,0,0.5774,7853
1,13,0,0.5,0.05319,180,0,0,0.5774,7870
2,17,0,0.5,0.055485,180,0,0,0.5774,7886
2,11,0,0.5,0.05697,180,0,0,0.5774,7903
1,16,0,0.5,0.05913,180,0,0,0.5774,7920
1,11,0,0.5,0.060615,180,0,0,0.5774,7936
0,10,0,0.5,0.061965,180,0,0,0.5774,7953
0,13,0,0.5,0.06372,180,0,0,0.5774,7970
1,5,0,0.5,0.064395,180,0,0,0.5774,7987
2,12,0,0.5,0.066015,180,0,0,0.5774,8003
1,8,0,0.5,0.067095,180,0,0,0.5774,8019
0,7,0,0.5,0.06804,180,0,0,0.5774,8037
0,9,0,0.5,0.069255,180,0,0,0.5774,8053
0,4,0,0.5,0.069795,180,0,0,0.5774,8069
0,3,0,0.5,0.0702,180,0,0,0.5774,8087
1,2,0,0.5,0.07047,180,0,0,0.5774,8103
0,3,0,0.5,0.070875,180,0,0,0.5774,8119
2,8,0,0.5,0.071955,180,0,0,0.5774,8136
1,6,0,0.5,0.072765,180,0,0,0.5774,8153
0,7,0,0.5,0.07371,180,0,0,0.5774,8169
0,12,0,0.5,0.07533,180,0,0,0.5774,8186
0,8,0,0.5,0.07641,180,0,0,0.5774,8203
0,11,0,0.5,0.077895,180,0,0,0.5774,8221
0,8,0,0.5,0.078975,180,0,0,0.5774,8237
1,9,0,0.5,0.08019,180,0,0,0.5774,8253
-1,15,0,0.5,0.082215,180,0,0,0.5774,8270
-1,12,0,0.5,0.083835,180,0,0,0.5774,8288
-1,15,0,0.5,0.08586,180,0,0,0.5774,8304
0,3,0,0.5,0.086265,180,0,0,0.5774,8320
0,1,0,0.5,0.0864,180,0,0,0.5774,8337
0,0,0,0.5,0.0864,180,0,0,0.5774,8353
0,0,0,0.5,0.0864,180,0,0,0.5774,8369
0,0,0,0.5,0.0864,180,0,0,0.5774,8386
0,0,0,0.5,0.0864,180,0,0,0.5774,8402
0,0,0,0.5,0.0864,180,0,0,0.5774,8419
0,0,0,0.5,0.0864,180,0,0,0.5774,8436
0,0,0,0.5,0.0864,180,0,0,0.5774,8452
0,0,0,0.5,0.0864,180,0,0,0.5774,8469
0,0,0,0.5,0.0864,180,0,0,0.5774,8486
0,0,0,0.5,0.0864,180,0,0,0.5774,8504
0,0,0,0.5,0.0864,180,0,0,0.5774,8519
0,0,0,0.5,0.0864,180,0,0,0.5774,8537
0,0,0,0.5,0.0864,180,0,0,0.5774,8553
0,0,0,0.5,0.0864,180,0,0,0.5774,8569
0,0,0,0.5,0.0864,180,0,0,0.5774,8586
6,-16,0,0.5,0.08424,180,0,0,0.5774,8603
11,-30,0,0.5,0.08019,180,0,0,0.5774,8620
8,-25,0,0.5,0.076815,180,0,0,0.5774,8637
5,-21,0,0.5,0.07398,180,0,0,0.5774,8653
2,-11,0,0.5,0.072495,180,0,0,0.5774,8670
-2,-14,0,0.5,0.070605,180,0,0,0.5774,8687
-6,-13,0,0.5,0.06885,180,0,0,0.5774,8703
-6,-13,0,0.5,0.067095,180,0,0,0.5774,8720
-10,-19,0,0.5,0.06453,180,0,0,0.5774,8737
-3,-10,0,0.5,0.06318,180,0,0,0.5774,8753
-2,-8,0,0.5,0.0621,180,0,0,0.5774,8772
-1,-5,0,0.5,0.061425,180,0,0,0.5774,8786
