0,0,0,24,-1,3949
0,0,0,24,-1,4096
0,0,0,24,-1,4112
0,0,0,24,-1,4128
0,0,0,24,-1,4146
0,0,0,24,-1,4161
0,0,0,24,-1,4180
0,0,0,24,-1,4196
0,0,0,24,-1,4212
0,0,0,24,-1,4228
0,0,0,24,-1,4245
0,0,0,24,-1,4261
0,0,0,24,-1,4278
0,0,0,24,-1,4295
0,0,0,24,-1,4311
0,0,0,24,-1,4328
0,0,0,24,-1,4344
0,0,0,24,-1,4361
0,0,0,24,-1,4377
0,0,0,24,-1,4394
0,0,0,24,-1,4411
0,0,0,24,-1,4428
0,0,0,24,-1,4444
0,0,0,24,-1,4461
0,0,0,24,-1,4477
0,0,0,24,-1,4495
0,0,0,24,-1,4512
0,0,0,24,-1,4528
0,0,0,24,-1,4546
0,0,0,24,-1,4562
0,0,0,24,-1,4578
0,0,0,24,-1,4596
0,0,0,24,-1,4612
0,0,0,24,-1,4628
0,0,0,24,-1,4646
0,0,0,24,-1,4662
0,0,0,24,-1,4678
0,0,0,24,-1,4696
0,0,0,24,-1,4712
0,0,0,24,-1,4728
0,0,0,24,-1,4745
0,0,0,24,-1,4761
0,0,0,24,-1,4777
0,0,0,24,-1,4794
0,0,0,24,-1,4811
0,0,0,24,-1,4827
0,0,0,24,-1,4844
0,0,0,24,-1,4861
0,0,0,24,-1,4878
0,0,0,24,-1,4896
0,0,0,24,-1,4912
0,0,0,24,-1,4929
0,0,0,24,-1,4945
0,0,0,24,-1,4962
0,0,0,24,-1,4979
0,0,0,24,-1,4996
0,0,0,24,-1,5012
0,0,0,24,-1,5028
0,0,0,24,-1,5046
0,0,0,24,-1,5062
0,0,0,0,-1,5078
0,0,0,0,-1,5097
0,0,0,0,-1,5112
0,0,0,0,-1,5128
0,0,0,0,-1,5146
0,0,0,0,-1,5162
0,0,0,0,-1,5178
0,0,0,0,-1,5195
0,0,0,0,-1,5211
0,0,0,0,-1,5228
0,0,0,0,-1,5244
0,0,0,0,-1,5262
0,0,0,0,-1,5278
0,0,0,0,-1,5295
0,0,0,0,-1,5312
0,0,0,0,-1,5328
0,0,0,0,-1,5345
0,0,0,0,-1,5361
0,0,0,0,-1,5378
0,0,0,0,-1,5396
0,0,0,0,-1,5412
0,0,0,0,-1,5427
0,0,0,0,-1,5445
0,0,0,0,-1,5462
0,0,0,0,-1,5479
0,0,0,0,-1,5495
0,0,0,0,-1,5511
0,0,0,0,-1,5528
0,0,0,0,-1,5546
0,0,0,0,-1,5562
0,0,0,0,-1,5578
0,0,0,0,-1,5595
0,0,0,0,-1,5611
0,0,0,0,-1,5629
0,0,0,0,-1,5645
0,0,0,0,-1,5661
0,0,0,0,-1,5678
0,0,0,0,-1,5695
0,0,0,0,-1,5711
0,0,0,0,-1,5729
0,0,0,0,-1,5745
0,0,0,0,-1,5762
0,0,0,0,-1,5778
0,0,0,0,-1,5795
0,0,0,0,-1,5812
0,0,0,0,-1,5829
0,0,0,0,-1,5844
