0,0,0,9,-6.965002,2490
0,0,0,9,-6.858936,2595
0,0,0,9,-6.75287,2601
0,0,0,9,-6.646804,2618
0,0,0,9,-6.540738,2634
0,0,0,9,-6.434672,2652
0,0,0,9,-6.328606,2668
0,0,0,9,-6.22254,2685
0,0,0,9,-6.116474,2702
0,0,0,9,-6.010408,2718
0,0,0,9,-5.904342,2735
0,0,0,9,-5.798276,2751
0,0,0,9,-5.69221,2768
0,0,0,9,-5.586144,2785
0,0,0,9,-5.480078,2802
0,0,0,9,-5.374012,2819
0,0,0,9,-5.267946,2835
0,0,0,9,-5.16188,2852
0,0,0,9,-5.055813,2868
0,0,0,9,-4.949747,2885
0,3,0,9,-4.843681,2902
-3,15,0,9,-4.737615,2919
-1,10,0,9,-4.631549,2935
0,9,0,9,-4.525483,2952
2,16,0,9,-4.419417,2969
2,12,0,9,-4.313351,2985
5,21,0,9,-4.207285,3002
6,15,0,9,-4.101219,3019
6,13,0,9,-3.995153,3035
11,23,0,9,-3.889087,3052
7,15,0,9,-3.783021,3069
7,13,0,9,-3.676955,3085
10,19,0,9,-3.570889,3101
5,8,0,9,-3.464823,3118
2,3,0,9,-3.358757,3136
0,0,0,9,-3.252691,3152
0,0,0,9,-3.146625,3168
0,0,0,9,-3.040559,3185
0,0,0,9,-2.934493,3202
0,0,0,9,-2.828427,3219
0,0,0,9,-2.722361,3235
0,0,0,9,-2.616295,3252
0,0,0,9,-2.510229,3269
0,0,0,9,-2.404163,3286
0,0,0,9,-2.298097,3302
0,0,0,9,-2.192031,3318
0,0,0,9,-2.085965,3335
0,0,0,9,-1.979899,3352
0,0,0,9,-1.873833,3368
0,0,0,9,-1.767767,3385
0,0,0,9,-1.661701,3402
0,0,0,9,-1.555635,3418
0,0,0,9,-1.449569,3435
0,0,0,9,-1.343503,3452
0,0,0,9,-1.237437,3467
0,0,0,9,-1.131371,3484
0,0,0,9,-1.025305,3501
0,0,0,9,-0.919239,3518
0,0,0,9,-0.813173,3535
0,0,0,9,-0.707107,3552
0,0,0,0,-0.707107,3568
0,0,0,0,-0.707107,3585
0,0,0,0,-0.707107,3602
0,0,0,0,-0.707107,3618
0,0,0,0,-0.707107,3635
0,0,0,0,-0.707107,3652
0,0,0,0,-0.707107,3668
0,0,0,0,-0.707107,3684
0,0,0,0,-0.707107,3702
0,0,0,0,-0.707107,3719
0,0,0,0,-0.707107,3735
0,0,0,0,-0.707107,3752
0,0,0,0,-0.707107,3769
0,0,0,0,-0.707107,3785
0,0,0,0,-0.707107,3802
0,0,0,0,-0.707107,3819
0,0,0,0,-0.707107,3835
0,0,0,0,-0.707107,3852
0,0,0,0,-0.707107,3868
0,0,0,0,-0.707107,3885
0,0,0,0,-0.707107,3902
0,0,0,0,-0.707107,3918
0,0,0,0,-0.707107,3935
0,0,0,0,-0.707107,3952
0,0,0,0,-0.707107,3968
0,0,0,0,-0.707107,3985
0,0,0,0,-0.707107,4002
0,0,0,0,-0.707107,4018
