0,0,0,0,-0.46,180,0,2261
0,0,0,0,-0.46,180,0,2367
0,0,0,0,-0.46,180,0,2379
0,0,0,0,-0.46,180,0,2396
0,0,0,0,-0.46,180,0,2412
0,0,0,0,-0.46,180,0,2430
0,0,0,0,-0.46,180,0,2447
0,0,0,0,-0.46,180,0,2464
0,0,0,0,-0.46,180,0,2481
0,0,0,0,-0.46,180,0,2497
0,0,0,0,-0.46,180,0,2513
0,0,0,0,-0.46,180,0,2529
0,0,0,0,-0.46,180,0,2547
0,0,0,0,-0.46,180,0,2563
0,0,0,0,-0.46,180,0,2580
0,0,0,0,-0.46,180,0,2597
0,0,0,0,-0.46,180,0,2613
0,0,0,0,-0.46,180,0,2630
0,0,0,0,-0.46,180,0,2647
0,0,0,0,-0.46,180,0,2663
0,0,0,0,-0.46,180,0,2680
0,0,0,0,-0.46,180,0,2697
0,0,0,0,-0.46,180,0,2713
0,0,0,0,-0.46,180,0,2730
0,0,0,0,-0.46,180,0,2746
0,0,0,0,-0.46,180,0,2763
0,0,0,0,-0.46,180,0,2780
0,0,0,0,-0.46,180,0,2797
0,0,0,0,-0.46,180,0,2813
0,0,0,0,-0.46,180,0,2830
0,0,0,0,-0.46,180,0,2846
0,0,0,0,-0.46,180,0,2863
0,0,0,0,-0.46,180,0,2880
0,0,0,0,-0.46,180,0,2897
0,0,0,0,-0.46,180,0,2914
0,0,0,0,-0.46,180,0,2930
0,0,0,0,-0.46,180,0,2947
0,0,0,0,-0.46,180,0,2963
0,0,0,0,-0.46,180,0,2980
0,0,0,0,-0.46,180,0,2997
0,0,0,0,-0.46,180,0,3014
0,0,0,0,-0.46,180,0,3030
0,0,0,0,-0.46,180,0,3047
1,-6,0,-0.000026,-0.454,180.25,0,3064
1,-12,0,-0.000131,-0.442001,180.5,0,3081
0,-18,0,-0.000288,-0.424001,180.5,0,3098
-1,-12,0,-0.00034,-0.412001,180.25,0,3114
-2,-15,0,-0.000275,-0.397001,179.75,0,3131
-2,-25,0,0.000052,-0.372004,179.25,0,3147
-2,-20,0,0.000489,-0.352008,178.75,0,3165
-2,-32,0,0.001466,-0.320023,178.25,0,3181
-3,-22,0,0.002426,-0.298044,177.5,0,3197
-1,-18,0,0.003289,-0.280065,177.25,0,3214
-3,-25,0,0.004815,-0.255112,176.5,0,3231
-1,-15,0,0.005796,-0.240144,176.25,0,3247
-2,-17,0,0.007056,-0.22319,175.75,0,3263
-4,-29,0,0.00971,-0.194312,174.75,0,3280
-2,-23,0,0.01,-0.171428,174.25,0,3296
0,-40,0,0.01,-0.131629,174.25,0,3314
-1,-28,0,0.01,-0.103782,174,0,3330
1,-27,0,0.01,-0.076918,174.25,0,3347
-1,-33,0,0.01,-0.044099,174,0,3363
-1,-18,0,0.01,-0.026206,173.75,0,3381
0,-17,0,0.01,-0.009307,173.75,0,3397
-1,-26,0,0.01,0.016526,173.5,0,3413
1,-19,0,0.01,0.035413,173.75,0,3431
8,-33,0,0.01,0.068322,175.75,0,3447
10,-21,0,0.01,0.089312,178.25,0,3463
0,0,0,0.01,0.089312,178.25,0,3480
0,0,0,0.01,0.089312,178.25,0,3497
0,0,0,0.01,0.089312,178.25,0,3513
0,0,0,0.01,0.089312,178.25,0,3530
0,0,0,0.01,0.089312,178.25,0,3547
0,0,0,0.01,0.089312,178.25,0,3563
0,0,0,0.01,0.089312,178.25,0,3580
0,0,0,0.01,0.089312,178.25,0,3597
0,0,0,0.01,0.089312,178.25,0,3614
0,0,0,0.01,0.089312,178.25,0,3630
0,0,0,0.01,0.089312,178.25,0,3647
0,0,0,0.01,0.089312,178.25,0,3663
0,0,0,0.01,0.089312,178.25,0,3680
0,0,0,0.01,0.089312,178.25,0,3696
0,0,0,0.01,0.089312,178.25,0,3713
0,0,0,0.01,0.089312,178.25,0,3730
0,-7,0,0.01,0.096309,178.25,0,3747
-1,-16,0,0.01,0.112299,178,0,3764
0,-9,0,0.01,0.121294,178,0,3779
-1,-10,0,0.01,0.131286,177.75,0,3797
-1,-14,0,0.01,0.145273,177.5,0,3814
-1,-10,0,0.01,0.155261,177.25,0,3831
-1,-11,0,0.01,0.166246,177,0,3848
-1,-6,0,0.01,0.172237,176.75,0,3864
0,-4,0,0.01,0.17623,176.75,0,3880
0,-7,0,0.01,0.183219,176.75,0,3897
0,-5,0,0.01,0.188211,176.75,0,3913
0,-11,0,0.01,0.199193,176.75,0,3930
1,-8,0,0.01,0.207182,177,0,3947
-1,-8,0,0.01,0.215169,176.75,0,3964
1,-10,0,0.01,0.225156,177,0,3980
-1,-3,0,0.01,0.228151,176.75,0,3997
0,-1,0,0.01,0.229149,176.75,0,4014
0,0,0,0.01,0.229149,176.75,0,4030
0,0,0,0.01,0.229149,176.75,0,4047
1,-9,0,0.01,0.238137,177,0,4064
0,-9,0,0.01,0.247124,177,0,4081
1,-10,0,0.01,0.257113,177.25,1,4097
2,-15,0,0.01,0.272101,177.75,1,4113
0,-6,0,0.01,0.278097,177.75,1,4130
1,-5,0,0.01,0.283094,178,1,4147
0,-6,0,0.01,0.28909,178,1,4164
1,-8,0,0.01,0.297086,178.25,1,4181
2,-15,0,0.01,0.312083,178.75,1,4197
2,-12,0,0.01,0.324082,179.25,1,4214
2,-12,0,0.01,0.336082,179.75,1,4230
4,-12,0,0.009843,0.348081,180.75,1,4247
0,-4,0,0.009791,0.35208,180.75,1,4264
1,-2,0,0.009756,0.35408,181,1,4280
1,-5,0,0.009647,0.359079,181.25,1,4296
0,-6,0,0.009516,0.365077,181.25,1,4313
2,-10,0,0.00921,0.375073,181.75,1,4330
1,-9,0,0.008896,0.384067,182,1,4347
2,-5,0,0.008678,0.389062,182.5,1,4363
0,-5,0,0.00846,0.394058,182.5,1,4380
1,-2,0,0.008364,0.396055,182.75,1,4397
0,-1,0,0.008316,0.397054,182.75,1,4413
0,-3,0,0.008172,0.400051,182.75,1,4431
0,-4,0,0.00798,0.404046,182.75,1,4447
2,-6,0,0.00764,0.410036,183.25,1,4464
0,-6,0,0.0073,0.416027,183.25,1,4480
0,-5,0,0.007016,0.421019,183.25,1,4497
1,-8,0,0.006528,0.429004,183.5,1,4514
1,-7,0,0.00607,0.435989,183.75,1,4531
1,-8,0,0.005512,0.443969,184,1,4547
1,-10,0,0.004771,0.453942,184.25,1,4564
0,-4,0,0.004475,0.457931,184.25,1,4579
1,-5,0,0.004082,0.46,184.5,1,4596
0,-5,0,0.00369,0.46,184.5,1,4613
1,-6,0,0.003193,0.46,184.75,1,4630
1,-11,0,0.002235,0.46,185,1,4647
1,-3,0,0.00196,0.46,185.25,1,4663
0,0,0,0.00196,0.46,185.25,1,4679
0,0,0,0.00196,0.46,185.25,1,4697
0,0,0,0.00196,0.46,185.25,1,4713
0,0,0,0.00196,0.46,185.25,1,4730
0,0,0,0.00196,0.46,185.25,1,4747
0,0,0,0.00196,0.46,185.25,1,4763
0,0,0,0.00196,0.46,185.25,1,4780
0,0,0,0.00196,0.46,185.25,1,4797
0,0,0,0.00196,0.46,185.25,1,4813
0,0,0,0.00196,0.46,185.25,1,4830
0,0,0,0.00196,0.46,185.25,1,4847
0,0,0,0.00196,0.46,185.25,1,4863
0,0,0,0.00196,0.46,185.25,1,4880
0,0,0,0.00196,0.46,185.25,1,4897
0,0,0,0.00196,0.46,185.25,1,4913
0,0,0,0.00196,0.46,185.25,1,4930
0,0,0,0.00196,0.46,185.25,1,4948
0,0,0,0.00196,0.46,185.25,1,4964
0,0,0,0.00196,0.46,185.25,1,4980
0,0,0,0.00196,0.46,185.25,1,4997
0,0,0,0.00196,0.46,185.25,1,5013
0,0,0,0.00196,0.46,185.25,1,5030
0,0,0,0.00196,0.46,185.25,1,5047
0,0,0,0.00196,0.46,185.25,1,5063
0,0,0,0.00196,0.46,185.25,1,5080
0,0,0,0.00196,0.46,185.25,0,5097
0,0,0,0.00196,0.46,185.25,0,5113
0,0,0,0.00196,0.46,185.25,0,5130
0,0,0,0.00196,0.46,185.25,0,5146
0,0,0,0.00196,0.46,185.25,0,5163
0,0,0,0.00196,0.46,185.25,0,5180
0,0,0,0.00196,0.46,185.25,0,5197
0,0,0,0.00196,0.46,185.25,0,5213
0,0,0,0.00196,0.46,185.25,0,5230
0,0,0,0.00196,0.46,185.25,0,5247
0,0,0,0.00196,0.46,185.25,0,5263
0,0,0,0.00196,0.46,185.25,0,5280
0,0,0,0.00196,0.46,185.25,0,5296
0,0,0,0.00196,0.46,185.25,0,5313
0,0,0,0.00196,0.46,185.25,0,5330
0,0,0,0.00196,0.46,185.25,0,5347
0,0,0,0.00196,0.46,185.25,0,5363
0,0,0,0.00196,0.46,185.25,0,5380
0,0,0,0.00196,0.46,185.25,0,5397
0,0,0,0.00196,0.46,185.25,0,5414
0,0,0,0.00196,0.46,185.25,0,5430
0,0,0,0.00196,0.46,185.25,0,5447
0,0,0,0.00196,0.46,185.25,0,5463
0,0,0,0.00196,0.46,185.25,0,5481
0,0,0,0.00196,0.46,185.25,0,5497
0,0,0,0.00196,0.46,185.25,0,5514
0,0,0,0.00196,0.46,185.25,0,5530
0,0,0,0.00196,0.46,185.25,0,5547
