FrameCounts,blue_mean
1,55.7814046875
2,60.138976562500005
3,70.02313125
4,69.5564359375
5,69.2996140625
6,69.34195
7,69.24252968750001
8,68.751275
9,68.59436875
10,68.506190625
11,68.7489421875
12,69.3655328125
13,70.34699375000001
14,70.0524265625
15,68.9970078125
16,68.7393546875
17,68.800359375
18,69.18007812500001
19,69.480865625
20,69.7696296875
21,69.92208125
22,69.3426671875
23,69.2089453125
24,68.4792671875
25,68.309540625
26,68.0825296875
27,67.899459375
28,67.242778125
29,67.26280468750001
30,67.25420625000001
31,66.942321875
32,66.66649062500001
33,66.7523890625
34,67.123425
35,67.0813375
36,67.027690625
37,67.0326890625
38,67.22966875
39,67.31590625
40,67.099665625
41,67.42770625
42,67.4807234375
43,67.32260625
44,67.08646093750001
45,66.8098578125
46,66.73169531250001
47,66.0985640625
48,66.4043265625
49,66.86084843750001
50,66.55764218750001
51,65.97783906250001
52,66.2420984375
53,66.1254234375
54,66.136875
55,66.28653750000001
56,65.908190625
57,66.2448140625
58,66.3162609375
59,65.809140625
60,66.4370703125
61,66.09959218750001
62,66.150028125
63,66.3409109375
64,66.26355000000001
65,66.4577578125
66,66.14562500000001
67,66.5823703125
68,66.467709375
69,66.729290625
70,66.4387953125
71,66.45905625
72,66.798434375
73,67.050971875
74,67.2344328125
75,67.37045625
76,67.206828125
77,67.08286406250001
78,66.8497515625
79,66.963425
80,66.82824375
81,66.660178125
82,66.6664609375
83,66.66950468750001
84,66.77813125
85,66.7343359375
86,66.933315625
87,66.9582328125
88,66.8828390625
89,66.814690625
90,66.8014421875
91,66.77943125
92,66.698075
93,66.9068140625
94,66.966809375
95,67.170090625
96,67.05585156250001
97,67.2186265625
98,67.04910000000001
99,66.8693953125
100,66.88554375
101,66.7785125
102,66.72709375000001
103,66.63314375
104,66.93605625000001
105,66.92950937500001
106,67.27161562500001
107,67.0702375
108,67.237746875
109,67.0927203125
110,67.212315625
111,67.025203125
112,67.2177953125
113,67.106115625
114,66.8730734375
115,67.0781203125
116,67.042675
117,66.852378125
118,66.772678125
119,67.318759375
120,67.3483921875
121,67.8452421875
122,67.501059375
123,67.560865625
124,67.4934609375
125,67.359278125
126,67.372375
127,67.2087734375
128,67.2411703125
129,67.031596875
130,67.01943125
131,66.7298109375
132,66.97079843750001
133,66.8831375
134,67.0603015625
135,66.9628265625
136,66.9188671875
137,66.691090625
138,66.8660359375
139,66.8401796875
140,67.12879843750001
141,67.10956250000001
142,66.81760625
143,66.8679171875
144,67.15505937500001
145,67.2477921875
146,66.95175156250001
147,67.3383328125
148,66.8493375
149,67.1375078125
150,66.716975
151,66.990159375
152,67.166615625
153,66.9885578125
154,67.250265625
155,67.259009375
156,67.2629796875
157,67.0619234375
158,67.2785859375
159,67.17855
160,67.3358265625
161,67.4817578125
162,67.34849375
163,67.2974984375
164,67.1246015625
165,67.6529578125
166,67.4488515625
167,67.6078578125
168,67.59225156250001
169,67.48890625
170,67.83730468750001
171,67.7513203125
172,68.18662656250001
173,67.90719375
174,68.10154375
175,68.17958125
176,68.051334375
177,68.4432
178,68.004559375
179,67.94671562500001
180,67.9139765625
181,67.780459375
182,67.79701250000001
183,67.8612296875
184,67.928134375
185,67.9561
186,67.95261718750001
187,67.9581765625
188,67.853578125
189,67.767165625
190,67.67726093750001
191,67.5845703125
192,67.51563125
193,67.6281078125
194,67.6653078125
195,67.6928625
196,67.8634109375
197,67.8085734375
198,67.767609375
199,67.7675765625
200,67.661103125
201,67.59855
202,67.60170000000001
203,67.77892812500001
204,67.8407765625
205,67.86241875
206,67.8772515625
207,67.863628125
208,67.82737031250001
209,67.7509140625
210,67.7208
211,67.80501562500001
212,67.8070359375
213,67.8891984375
214,67.94635625000001
215,67.95351562500001
216,68.0237078125
217,67.9871015625
218,67.925359375
219,67.689571875
220,67.54739375
221,67.5982484375
222,67.5987171875
223,67.6740265625
224,67.801865625
225,68.02374375000001
226,68.093103125
227,68.0807859375
228,68.04756875
229,68.042290625
230,67.9955625
231,67.9947671875
232,68.049971875
233,67.9279859375
234,67.707725
235,67.59256718750001
236,67.49335625
237,67.4140640625
238,67.697040625
239,67.92474531250001
240,68.2003578125
241,68.32961875000001
242,68.36014375
243,68.12080625
244,67.9906859375
245,67.8279421875
246,67.7510453125
247,67.8993
248,68.1047765625
249,68.15348125
250,68.2976359375
251,68.31922031250001
252,68.42605937500001
253,68.17821718750001
254,68.074746875
255,68.23726875
256,68.525534375
257,68.18222031250001
258,68.2733265625
259,68.1865796875
260,68.22925781250001
261,68.2308375
262,68.2417453125
263,68.206440625
264,68.24619687500001
265,68.190275
266,68.043509375
267,68.030746875
268,69.517790625
269,69.929140625
270,69.7061484375
271,69.5413125
272,69.3874
273,69.3850734375
274,69.3743890625
275,69.38984375
276,69.3823625
277,69.418234375
278,69.37381718750001
279,69.18229062500001
280,69.1255953125
281,69.0748734375
282,69.145528125
283,68.97792343750001
284,69.07398437500001
285,69.0812859375
286,69.1065453125
287,69.2595421875
288,69.490846875
289,69.748165625
290,70.1228984375
291,70.42191406250001
292,70.303671875
293,70.1649921875
294,69.97868125000001
295,69.941953125
296,69.8002078125
297,69.62367656250001
298,69.8013578125
299,69.857375
300,70.71390000000001
301,70.92865625
302,71.13749375
303,70.9330671875
304,72.39305312500001
305,72.81981875000001
306,72.89113593750001
307,72.667859375
308,72.5477203125
309,72.13553593750001
310,72.321528125
311,72.14530625
312,72.1903109375
313,72.27045625000001
314,72.1188828125
315,72.103065625
316,71.821365625
317,72.2129609375
318,72.619984375
319,72.109740625
320,71.3628734375
321,71.586146875
322,72.363596875
323,72.55635000000001
324,72.35899218750001
325,72.32138437500001
326,72.3202203125
327,71.9727140625
328,72.0397515625
329,71.66612500000001
330,71.436390625
331,71.38174843750001
332,71.2220875
333,70.7865
334,70.8833421875
335,71.1259203125
336,71.12955625000001
337,71.42029375
338,71.316021875
339,71.2742875
340,71.2331296875
341,71.17260937500001
342,71.2799453125
343,71.4071859375
344,71.4879359375
345,71.5633171875
346,71.5406109375
347,71.4218765625
348,71.9138078125
349,71.9034984375
350,71.698521875
351,71.8444765625
352,71.8767859375
353,71.7422953125
354,71.57994843750001
355,71.5154265625
356,71.59945625
357,71.292653125
358,71.6139828125
359,71.968646875
360,72.658803125
361,72.88503750000001
362,72.9332453125
363,73.2436828125
364,72.98528125
365,72.967065625
366,72.77853593750001
367,72.333684375
368,72.0197234375
369,71.9103703125
370,72.04184843750001
371,72.306634375
372,72.3154734375
373,72.1224578125
374,71.708221875
375,71.61261093750001
376,71.62446406250001
377,71.5436734375
378,71.69390468750001
379,72.0303390625
380,72.294253125
381,72.288846875
382,72.5257203125
383,72.33288593750001
384,72.21521875
385,71.8113203125
386,71.2377609375
387,70.90236875000001
388,77.51250625
389,78.1366296875
390,78.21070625
391,78.42436718750001
392,78.53029375
393,78.615128125
394,78.046909375
395,77.7455875
396,77.320565625
397,77.120821875
398,77.26781875
399,77.0709453125
400,76.9386796875
401,76.92448593750001
402,77.054746875
403,76.995815625
404,76.8343671875
405,76.99151875
406,76.91694375
407,76.9913875
408,76.7288421875
409,76.6037328125
410,76.31553125
411,76.2806796875
412,76.0774984375
413,76.45277031250001
414,76.55736093750001
415,76.7896453125
416,77.185490625
417,77.0582015625
418,76.8588
419,76.3801765625
420,76.358565625
421,76.4140421875
422,76.52770625000001
423,76.504609375
424,76.5475765625
425,76.6636625
426,76.7994671875
427,76.83750625
428,76.4798421875
429,76.4772578125
430,76.447096875
431,76.465890625
432,76.4868484375
433,76.6065390625
434,76.7138765625
435,76.7270296875
436,76.8576828125
437,77.13977187500001
438,77.224378125
439,76.98031875000001
440,76.909665625
441,76.92045
442,76.9353078125
443,76.88255781250001
444,76.9857171875
445,77.08014375
446,77.0643421875
447,76.9957703125
448,76.96149375
449,76.605453125
450,76.42950937500001
451,76.403609375
452,76.53003281250001
453,76.539090625
454,76.4542640625
455,76.52541875
456,76.525590625
457,76.51448125
458,76.65143437500001
459,76.82577500000001
460,76.7170078125
461,76.73834375
462,76.6379625
463,76.7320484375
464,76.7822046875
465,76.76325625
466,76.77252812500001
467,76.76795
468,76.55484375
469,76.33588593750001
470,75.80169843750001
471,75.7381671875
472,75.60250781250001
473,75.8229671875
474,76.04447031250001
475,76.106640625
476,76.043959375
477,76.046321875
478,75.7246953125
479,75.52967343750001
480,75.4730171875
481,75.63210000000001
482,75.8185625
483,75.666859375
484,75.5172984375
485,75.131890625
486,74.775890625
487,74.5112421875
488,74.611940625
489,74.81905312500001
490,74.9525078125
491,74.81613750000001
492,74.32315
493,74.3520984375
494,74.7766015625
495,74.6144578125
496,74.493215625
497,74.443765625
498,74.83815
499,74.9591453125
500,74.980840625
FrameCounts,blue_mean
501,74.79603125
502,74.666559375
503,74.65826406250001
504,74.4948703125
505,74.32749687500001
506,73.9893265625
507,74.049059375
508,74.1061375
509,74.3648328125
510,74.222771875
511,74.0453953125
512,73.70927031250001
513,73.5668765625
514,73.6209484375
515,73.534265625
516,73.457853125
517,73.28731093750001
518,72.8644078125
519,72.5169609375
520,72.638515625
521,73.2666578125
522,73.8684015625
523,73.69073593750001
524,73.522734375
525,73.38313281250001
526,73.56086875
527,73.91457968750001
528,74.01509531250001
529,74.0581453125
530,74.0057984375
531,73.7863046875
532,73.8331703125
533,73.64515
534,73.6595828125
535,73.6432875
536,73.510084375
537,73.37695000000001
538,73.9850875
539,74.023803125
540,74.1337453125
541,73.79834062500001
542,73.61311718750001
543,73.4848734375
544,73.30498125
545,73.16259375
546,73.08958125000001
547,73.3884046875
548,73.1285625
549,73.08178125
550,73.06218125000001
551,72.889903125
552,72.8559875
553,73.27550781250001
554,73.7765078125
555,74.037953125
556,73.893765625
